school_year,dbn,school_name,report_type,avg_metric_score,n_metric_rows
2018,15K497,The Boerum Hill School for International Studies,HS,2.3476666666666666,30
2018,15K516,Sunset Park Avenues Elementary School,EMS,2.74,17
2018,15K519,Cobble Hill School of American Studies,HS,3.2496666666666667,30
2018,15K529,West Brooklyn Community High School,HST,3.4425925925925926,27
2018,15K592,Khalil Gibran International Academy,HS,2.622258064516129,31
2018,15K656,Brooklyn High School of the Arts,HS,3.001923076923077,26
2018,15K667,Sunset Park High School,HS,3.1883870967741936,31
2018,27Q314,Epic High School - South,HS,2.6728,25
2018,15K676,Red Hook Neighborhood School,EMS,2.1694999999999998,20
2018,15K684,Millennium Brooklyn HS,HS,4.5192,25
2018,15K698,South Brooklyn Community High School,HST,3.1303846153846155,26
2018,15K821,Sunset Park Prep,EMS,3.6033333333333335,27
2018,15K839,M.S. 839,EMS,3.1166666666666667,18
2018,16K005,P.S. 005 Dr. Ronald McNair,EMS,3.1906666666666665,15
2018,16K021,P.S. 021 Crispus Attucks,EMS,3.6176470588235294,17
2018,16K025,P.S. 025 Eubie Blake School,EMS,4.03,9
2018,16K026,P.S. 026 Jesse Owens,EMS,3.3075,16
2018,16K028,P.S. 028 The Warren Prep Academy,EMS,2.818235294117647,17
2018,16K035,M.S. 035 Stephen Decatur,EMS,3.821818181818182,22
2018,16K040,P.S. 040 George W. Carver,EMS,4.3725000000000005,20
2018,16K057,J.H.S. 057 Whitelaw Reid,EMS,2.9941666666666666,24
2018,16K081,P.S. 081 Thaddeus Stevens,EMS,2.791764705882353,17
2018,16K243,P.S. 243K- The Weeksville School,EMS,2.5141176470588236,17
2018,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,EMS,3.2023529411764704,17
2018,16K267,"M.S. 267 Math, Science & Technology",EMS,3.807916666666667,24
2018,16K308,P.S. 308 Clara Cardwell,EMS,1.6527272727272726,22
2018,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,EMS,2.771176470588235,17
2018,16K335,P.S. 335 Granville T. Woods,EMS,2.785,18
2018,16K455,Boys and Girls High School,HS,3.0953333333333335,30
2017,04M007,P.S. 007 Samuel Stern,EMS,3.2959259259259257,27
2018,16K498,Brooklyn High School for Law and Technology,HS,3.083,30
2018,16K627,Brighter Choice Community School,EMS,1.9542105263157894,19
2018,16K628,Brooklyn Brownstone School,EMS,2.8553333333333333,15
2018,16K669,Research and Service High School,HST,2.9846153846153847,26
2018,16K681,Madiba Prep Middle School,EMS,3.0508333333333333,24
2018,16K688,The Brooklyn Academy of Global Finance,HS,3.197241379310345,29
2018,16K765,Nelson Mandela High School,HS,2.7396,25
2018,16K959,BOYS AND GIRLS YABC,YABC,3.262608695652174,23
2018,17K002,Parkside Preparatory Academy,EMS,2.921111111111111,27
2018,17K006,Norma Adams Clemons Academy,EMS,2.962727272727273,22
2018,17K012,Dr. Jacqueline Peek-Davis School,EMS,2.606470588235294,17
2018,17K061,M.S. 061 Dr. Gladstone H. Atwell,EMS,2.1820833333333334,24
2018,17K091,P.S. 091 The Albany Avenue School,EMS,4.424736842105263,19
2018,17K092,P.S. 092 Adrian Hegeman,EMS,2.879090909090909,22
2018,17K122,Pathways in Technology Early College High School (,HS,3.013333333333333,30
2018,17K138,P.S. 138 Brooklyn,EMS,3.6264,25
2018,17K161,P.S. 161 The Crown,EMS,2.953684210526316,19
2018,17K181,P.S. 181 Brooklyn,EMS,2.364074074074074,27
2018,17K189,P.S. 189 The Bilingual Center,EMS,3.377307692307692,26
2018,17K191,P.S. 191 Paul Robeson,EMS,4.151666666666666,12
2018,17K221,P.S. 221 Toussaint L'Ouverture,EMS,2.466666666666667,15
2018,17K241,P.S. 241 Emma L. Johnston,EMS,3.5806666666666667,15
2018,17K246,M.S. 246 Walt Whitman,EMS,3.4785185185185186,27
2018,17K249,P.S. 249 The Caton,EMS,4.330666666666667,15
2018,17K289,P.S. 289 George V. Brower,EMS,4.136842105263158,19
2018,17K316,P.S. 316 Elijah Stroud,EMS,3.9384615384615387,13
2018,17K340,I.S. 340,EMS,3.4222727272727274,22
2018,29Q268,P.S./I.S. 268,EMS,2.8084,25
2018,17K352,Ebbets Field Middle School,EMS,3.614074074074074,27
2018,17K353,Elijah Stroud Middle School,EMS,2.9477777777777776,27
2018,17K354,The School of Integrated Learning,EMS,3.97,24
2018,17K375,P.S. 375 Jackie Robinson School,EMS,2.7122727272727274,22
2018,17K382,Academy for College Preparation and Career Explora,EMS,2.488148148148148,27
2018,17K382,Academy for College Preparation and Career Explora,HS,3.04,30
2018,17K394,M.S. K394,EMS,2.0717391304347825,23
2018,17K397,P.S. 397 Foster-Laurie,EMS,3.7094444444444443,18
2018,17K398,P.S. 398 Walter Weaver,EMS,3.429047619047619,21
2018,17K399,P.S. 399 Stanley Eugene Clark,EMS,1.8533333333333333,15
2018,17K408,Academy of Hospitality and Tourism,HS,3.670689655172414,29
2018,17K467,Erasmus Yabc,YABC,2.3995454545454544,22
2018,17K484,Ronald Edmonds Learning Center II,EMS,4.209545454545455,22
2018,17K524,International High School at Prospect Heights,HS,3.376153846153846,26
2018,17K528,The High School for Global Citizenship,HS,3.039310344827586,29
2018,17K531,"School for Human Rights, The",EMS,4.454375,16
2018,17K531,"School for Human Rights, The",HS,3.6763333333333335,30
2018,17K532,New Bridges Elementary,EMS,3.223333333333333,18
2018,17K537,High School for Youth and Community Development at,HS,3.287333333333333,30
2018,17K539,High School for Service & Learning at Erasmus,HS,3.2287096774193547,31
2018,17K543,"Science, Technology and Research Early College Hig",EMS,4.6275,16
2018,17K543,"Science, Technology and Research Early College Hig",HS,3.8475,24
2018,17K546,High School for Public Service: Heroes of Tomorrow,HS,3.27,28
2018,17K547,Brooklyn Academy of Science and the Environment,HS,3.2303333333333333,30
2018,17K548,Brooklyn School for Music & Theatre,HS,2.708666666666667,30
2018,17K568,Brownsville Academy High School,HST,3.1168,25
2018,17K590,Medgar Evers College Preparatory School,EMS,3.1014285714285714,14
2018,17K590,Medgar Evers College Preparatory School,HS,3.3137499999999998,24
2017,04M072,The Lexington Academy,EMS,2.5016,25
2018,17K600,Clara Barton High School,HS,2.9370967741935483,31
2017,03M180,P.S. 180 Hugo Newman,EMS,2.586,25
2018,17K705,Brooklyn Arts and Science Elementary School,EMS,2.352,20
2018,17K722,New Heights Middle School,EMS,2.8004166666666666,24
2018,17K745,Brooklyn Institute for Liberal Arts,HS,4.174333333333333,30
2018,17K751,Academy for Health Careers,HS,3.01,29
2018,17K770,P.S. 770 New American Academy,EMS,2.7385714285714284,14
2018,18K066,P.S. 66,EMS,2.4771428571428573,21
2018,18K068,I.S. 068 Isaac Bildersee,EMS,2.879259259259259,27
2018,18K114,P.S. 114 Ryder Elementary,EMS,3.529,20
2018,18K115,P.S. 115 Daniel Mucatel School,EMS,2.902941176470588,17
2018,18K135,P.S. 135 Sheldon A. Brookner,EMS,2.6233333333333335,15
2018,18K208,P.S. 208 Elsa Ebeling,EMS,3.0364705882352943,17
2018,18K211,I.S. 211 John Wilson,EMS,3.05,25
2018,18K219,P.S. 219 Kennedy-King,EMS,3.085,20
2018,18K233,P.S. 233 Langston Hughes,EMS,2.475263157894737,19
2018,18K235,P.S. 235 Janice Marie Knight School,EMS,3.3240000000000003,20
2018,18K244,P.S. 244 Richard R. Green,EMS,3.4236842105263157,19
2018,18K268,P.S. 268 Emma Lazarus,EMS,3.0613333333333332,15
2018,18K272,P.S. 272 Curtis Estabrook,EMS,3.0241176470588234,17
2018,18K276,P.S. 276 Louis Marshall,EMS,2.317727272727273,22
2018,18K279,P.S. 279 Herman Schreiber,EMS,3.14,15
2018,18K285,I.S. 285 Meyer Levin,EMS,3.6045833333333333,24
2018,18K366,The Science And Medicine Middle School,EMS,2.889090909090909,22
2018,18K563,It Takes a Village Academy,HS,4.018387096774194,31
2018,18K566,Brooklyn Generation School,HS,2.876,30
2018,18K567,Brooklyn Theatre Arts High School,HS,2.922758620689655,29
2018,18K569,Kurt Hahn Expeditionary Learning School,HS,3.7428,25
2018,18K576,Victory Collegiate High School,HS,2.889333333333333,30
2018,18K578,Brooklyn Bridge Academy,HST,3.4326923076923075,26
2018,18K581,East Flatbush Community Research School,EMS,2.821111111111111,27
2018,18K588,Middle School for Art and Philosophy,EMS,3.5608333333333335,24
2018,18K617,High School for Innovation in Advertising and Medi,HS,2.606666666666667,30
2018,18K637,Academy for Conservation and the Environment,HS,3.690645161290323,31
2018,18K629,Cultural Academy for the Arts and Sciences,HS,3.0406451612903225,31
2018,21K238,P.S. 238 Anne Sullivan,EMS,2.8466666666666667,27
2018,18K633,High School for Medical Professions,HS,3.085,30
2018,18K635,Olympus Academy,HST,2.6834615384615383,26
2018,18K642,Urban Action Academy,HS,2.529032258064516,31
2018,22K236,P.S. 236 Mill Basin,EMS,3.3754545454545455,11
2018,18K673,East Brooklyn Community High School,HST,3.7534615384615386,26
2018,18K763,Brooklyn Science and Engineering Academy,EMS,3.2936363636363635,22
2018,18K922,South Shore Educational Complex Yabc,YABC,3.726086956521739,23
2018,19K007,P.S. 007 Abraham Lincoln,EMS,2.821,20
2018,19K013,P.S. 013 Roberto Clemente,EMS,3.8394117647058823,17
2018,19K065,P.S. 065,EMS,3.9522222222222223,18
2018,19K089,P.S. 089 Cypress Hills,EMS,2.3868,25
2018,19K108,P.S. 108 Sal Abbracciamento,EMS,4.45,20
2018,19K149,P.S. 149 Danny Kaye,EMS,3.9,18
2018,19K158,P.S. 158 Warwick,EMS,2.657058823529412,17
2018,19K159,P.S. 159 Isaac Pitkin,EMS,3.4615,20
2018,19K171,I.S. 171 Abraham Lincoln,EMS,2.5785185185185187,27
2018,19K190,P.S. 190 Sheffield,EMS,2.0707692307692307,13
2018,19K202,P.S. 202 Ernest S. Jenkyns,EMS,2.9625,20
2018,19K213,P.S. 213 New Lots,EMS,2.41,20
2018,19K214,P.S. 214 Michael Friedsam,EMS,3.2385,20
2018,19K218,J.H.S. 218 James P. Sinnott,EMS,2.645185185185185,27
2018,19K224,P.S. 224 Hale A. Woodruff,EMS,2.61375,16
2018,19K273,P.S. 273 Wortman,EMS,2.2936842105263158,19
2018,19K290,P.S. 290 Juan Morel Campos,EMS,3.3895,20
2018,19K292,J.H.S. 292 Margaret S. Douglas,EMS,3.7014814814814816,27
2018,19K306,P.S. 306 Ethan Allen,EMS,3.670526315789474,19
2018,19K325,The Fresh Creek School,EMS,2.11625,16
2018,19K328,P.S. 328 Phyllis Wheatley,EMS,2.715,20
2018,19K345,P.S. 345 Patrolman Robert Bolden,EMS,2.33,18
2018,19K346,P.S. 346 Abe Stark,EMS,2.818235294117647,17
2018,19K364,I.S. 364 Gateway,EMS,2.5908333333333333,24
2018,19K404,Academy for Young Writers,EMS,2.514090909090909,22
2018,19K404,Academy for Young Writers,HS,3.3993333333333333,30
2018,19K409,East New York Family Academy,EMS,4.233636363636363,22
2018,19K409,East New York Family Academy,HS,3.7856666666666667,30
2018,19K422,Spring Creek Community School,EMS,3.4686363636363637,22
2018,19K422,Spring Creek Community School,HS,3.1891304347826086,23
2018,19K431,Thomas Jefferson Yabc,YABC,2.035217391304348,23
2018,19K452,Frederick Douglass Academy VIII Middle School,EMS,2.360909090909091,22
2018,19K501,Franklin K. Lane Campus YABC,YABC,2.73625,24
2018,19K502,FDNY - Captain Vernon A. Richard High School for F,HS,2.825,30
2017,03M199,P.S. 199 Jessie Isador Straus,EMS,3.8692307692307693,13
2018,19K504,High School for Civil Rights,HS,2.7235483870967743,31
2018,22K425,James Madison High School,HS,3.1533333333333333,30
2018,19K507,Performing Arts and Technology High School,HS,3.293,30
2018,19K510,World Academy for Total Community Health High Scho,HS,2.8966666666666665,30
2018,19K557,Brooklyn Gardens Elementary School,EMS,2.7005882352941177,17
2018,19K583,Multicultural High School,HS,3.3487999999999998,25
2017,03M243,M.S. 243 Center School,EMS,4.233888888888889,18
2018,19K615,Transit Tech Career and Technical Education High S,HS,2.7343333333333333,30
2018,19K618,Academy of Innovative Technology,HS,3.5433333333333334,30
2018,19K639,Brooklyn Lab School,HS,2.8503225806451615,31
2018,19K654,Van Siclen Community Middle School,EMS,2.879259259259259,27
2018,19K659,Cypress Hills Collegiate Preparatory School,HS,3.1566666666666667,30
2018,19K660,W. H. Maxwell Career and Technical Education High,HS,3.2496666666666667,30
2018,19K661,Vista Academy,EMS,3.3033333333333332,27
2018,19K662,Liberty Avenue Middle School,EMS,3.4848,25
2018,19K663,School of the Future Brooklyn,EMS,2.157391304347826,23
2018,19K677,East New York Elementary School of Excellence,EMS,2.7495,20
2018,19K678,East New York Middle School of Excellence,EMS,3.0384,25
2018,19K683,School for Classics High School,HS,3.190645161290323,31
2018,23K668,Riverdale Avenue Middle School,EMS,3.0513636363636363,22
2018,19K760,Highland Park Community School,EMS,2.222962962962963,27
2018,19K764,The Urban Assembly School for Collaborative Health,HS,3.278,25
2018,20K030,P.S./I.S. 30 Mary White Ovington,EMS,3.2895652173913046,23
2018,20K048,P.S. 048 Mapleton,EMS,3.6625,20
2018,20K062,J.H.S. 062 Ditmas,EMS,2.997037037037037,27
2018,20K069,P.S. 69 Vincent D. Grippo School,EMS,4.3613333333333335,15
2018,20K102,P.S. 102 The Bayview,EMS,3.303529411764706,17
2018,20K104,P.S./I.S. 104 The Fort Hamilton School,EMS,3.46125,24
2018,20K105,P.S. 105 The Blythebourne,EMS,3.9026666666666667,15
2018,20K112,P.S. 112 Lefferts Park,EMS,3.796875,16
2018,20K127,P.S. 127 Mckinley Park,EMS,3.7783333333333333,18
2018,20K160,P.S. 160 William T. Sampson,EMS,4.513333333333334,15
2018,20K163,P.S. 163 Bath Beach,EMS,3.964,25
2018,20K164,P.S. 164 Caesar Rodney,EMS,4.0475,20
2018,20K170,Ralph A. Fabrizio School,EMS,4.354375,16
2018,20K176,P.S. 176 Ovington,EMS,4.128,15
2018,20K179,P.S. 179 Kensington,EMS,3.096875,16
2018,20K180,The SEEALL Academy,EMS,3.8285714285714287,21
2018,20K185,P.S. 185 Walter Kassenbrock,EMS,2.998,15
2018,20K186,P.S. 186 Dr. Irving A Gladstone,EMS,3.6933333333333334,18
2018,20K187,The Christa McAuliffe School\I.S. 187,EMS,4.418571428571428,14
2018,20K192,P.S. 192 - The Magnet School for Math and Science,EMS,4.1924,25
2018,24Q061,I.S. 061 Leonardo Da Vinci,EMS,3.2828,25
2018,20K200,P.S. 200 Benson School,EMS,3.466111111111111,18
2018,20K201,J.H.S. 201 The Dyker Heights,EMS,4.197058823529412,17
2018,20K204,P.S. 204 Vince Lombardi,EMS,3.7952631578947367,19
2018,20K205,P.S. 205 Clarion,EMS,3.783333333333333,18
2018,20K220,J.H.S. 220 John J. Pershing,EMS,3.9433333333333334,27
2018,20K223,J.H.S. 223 The Montauk,EMS,3.9252,25
2018,20K227,J.H.S. 227 Edward B. Shallow,EMS,3.0928,25
2018,20K229,P.S. 229 Dyker,EMS,3.7981818181818183,22
2017,06M314,Muscota,EMS,4.260909090909091,11
2018,20K247,P.S. 247 Brooklyn,EMS,4.168571428571429,14
2018,20K259,J.H.S. 259 William McKinley,EMS,4.26,19
2018,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,EMS,3.806111111111111,18
2017,03M245,M.S. M245 The Computer School,EMS,4.030625,16
2018,20K310,The School For Future Leaders,EMS,4.396428571428571,14
2018,20K445,New Utrecht High School,HS,3.0476666666666667,30
2017,06M322,Middle School 322,EMS,3.302962962962963,27
2018,20K485,High School of Telecommunication Arts and Technolo,HS,3.8015384615384615,26
2018,20K490,Fort Hamilton High School,HS,2.7863333333333333,30
2018,20K503,P.S. 503: The School of Discovery,EMS,3.713888888888889,18
2018,20K505,Franklin Delano Roosevelt High School,HS,3.0406451612903225,31
2018,24Q119,I.S. 119 The Glendale,EMS,3.5511764705882354,17
2018,20K506,P.S. 506: The School of Journalism & Technology,EMS,3.1985,20
2018,20K609,Urban Assembly School for Criminal Justice,EMS,4.51,21
2018,20K609,Urban Assembly School for Criminal Justice,HS,4.246896551724138,29
2018,20K658,Franklin Delano Roosevelt YABC,YABC,3.3395833333333336,24
2018,20K682,The Academy of Talented Scholars,EMS,4.4790909090909095,11
2017,06M349,Harbor Heights,EMS,3.528,20
2018,20K686,Brooklyn School of Inquiry,EMS,4.151111111111111,18
2018,20K748,P.S. 748 Brooklyn School for Global Scholars,EMS,3.3546666666666667,15
2018,20K971,"School of Math, Science, and Healthy Living",EMS,3.0838888888888887,18
2018,21K090,P.S. 90 Edna Cohen School,EMS,2.853888888888889,18
2018,21K095,P.S. 095 The Gravesend,EMS,3.655,24
2018,21K096,I.S. 096 Seth Low,EMS,3.558846153846154,26
2018,21K097,P.S. 97 The Highlawn,EMS,3.965,18
2018,21K098,I.S. 98 Bay Academy,EMS,4.5407142857142855,14
2018,21K099,P.S. 099 Isaac Asimov,EMS,3.635217391304348,23
2018,21K100,P.S. 100 The Coney Island School,EMS,3.665294117647059,17
2018,21K101,P.S. 101 The Verrazano,EMS,4.55375,16
2018,21K121,P.S. 121 Nelson A. Rockefeller,EMS,3.582727272727273,22
2018,21K128,P.S. 128 Bensonhurst,EMS,3.1505555555555556,18
2018,21K153,P.S. 153 Homecrest,EMS,3.178235294117647,17
2018,21K177,P.S. 177 The Marlboro,EMS,3.4605555555555556,18
2018,21K188,P.S. 188 Michael E. Berdy,EMS,2.273529411764706,17
2018,21K199,P.S. 199 Frederick Wachtel,EMS,3.2688888888888887,18
2018,21K209,P.S. 209 Margaret Mead,EMS,3.3708695652173915,23
2018,21K212,P.S. 212 Lady Deborah Moody,EMS,3.9822727272727274,22
2018,21K215,P.S. 215 Morris H. Weiss,EMS,3.37875,16
2018,21K216,P.S. 216 Arturo Toscanini,EMS,3.0483333333333333,18
2018,21K225,P.S. K225 - The Eileen E. Zaglin,EMS,3.6152,25
2018,21K226,P.S. 226 Alfred De B. Mason,EMS,3.497826086956522,23
2018,21K228,I.S. 228 David A. Boody,EMS,3.89,21
2018,21K239,Mark Twain I.S. 239 for the Gifted & Talented,EMS,4.2975,16
2018,21K253,P.S. 253,EMS,4.713571428571429,14
2018,21K281,I.S. 281 Joseph B Cavallaro,EMS,3.8778260869565218,23
2018,21K288,P.S. 288 The Shirley Tanyhill,EMS,3.0408333333333335,24
2018,21K303,I.S. 303 Herbert S. Eisenberg,EMS,3.4147826086956523,23
2018,21K329,P.S. 329 Surfside,EMS,2.628,15
2018,21K337,International High School at Lafayette,HS,2.601923076923077,26
2018,21K344,Rachel Carson High School for Coastal Studies,HS,2.903,30
2018,21K348,High School of Sports Management,HS,2.5166666666666666,30
2018,21K410,Abraham Lincoln High School,HS,3.214516129032258,31
2018,21K411,Abraham Lincoln Yabc,YABC,2.912105263157895,19
2018,21K468,Kingsborough Early College School,EMS,3.34375,24
2018,21K468,Kingsborough Early College School,HS,3.9588,25
2018,21K525,Edward R. Murrow High School,HS,2.8733333333333335,30
2018,21K540,John Dewey High School,HS,3.2236666666666665,30
2018,21K559,Life Academy High School for Film and Music,HS,2.963103448275862,29
2018,21K572,Expeditionary Learning School for Community Leader,HS,3.7964,25
2018,21K620,William E. Grady Career and Technical Education Hi,HS,2.7643333333333335,30
2018,25Q029,P.S. 029 Queens,EMS,3.6766666666666667,18
2018,21K690,Brooklyn Studio Secondary School,EMS,3.398695652173913,23
2018,21K690,Brooklyn Studio Secondary School,HS,3.2156666666666665,30
2018,21K728,Liberation Diploma Plus,HST,3.019230769230769,26
2018,22K014,J.H.S. 014 Shell Bank,EMS,3.3944,25
2018,22K052,P.S. 052 Sheepshead Bay,EMS,2.6475,16
2018,22K078,J.H.S. 078 Roy H. Mann,EMS,3.7175000000000002,24
2018,22K109,P.S. 109,EMS,2.78,22
2018,22K119,P.S. 119 Amersfort,EMS,2.988947368421053,19
2018,22K134,P.S. K134,EMS,4.567857142857143,14
2018,22K139,P.S. 139 Alexine A. Fenty,EMS,2.9605,20
2018,22K152,School of Science & Technology,EMS,3.221,20
2018,22K193,P.S. 193 Gil Hodges,EMS,3.4025,20
2018,22K194,P.S. 194 Raoul Wallenberg,EMS,2.9725,20
2018,22K195,P.S. 195 Manhattan Beach,EMS,3.5433333333333334,12
2018,22K197,P.S. 197 - The Kings Highway Academy,EMS,3.486470588235294,17
2018,22K198,P.S. 198 Brooklyn,EMS,2.6121052631578947,19
2018,22K203,P.S. 203 Floyd Bennett School,EMS,2.7652941176470587,17
2018,22K206,P.S. 206 Joseph F Lamb,EMS,3.4582608695652173,23
2018,22K207,P.S. 207 Elizabeth G. Leary,EMS,3.1504761904761907,21
2018,22K217,P.S. 217 Colonel David Marcus School,EMS,2.92125,16
2018,22K222,P.S. 222 Katherine R. Snyder,EMS,3.5828571428571427,14
2018,22K234,J.H.S. 234 Arthur W. Cunningham,EMS,3.4804545454545455,22
2018,22K240,Andries Hudde,EMS,2.7555555555555555,27
2018,22K245,P.S. 245,EMS,3.3978947368421055,19
2018,22K251,P.S. 251 Paerdegat,EMS,2.311176470588235,17
2018,22K254,P.S. 254 Dag Hammarskjold,EMS,3.858,15
2018,22K255,P.S. 255 Barbara Reing School,EMS,3.78875,16
2018,22K277,P.S. 277 Gerritsen Beach,EMS,3.650714285714286,14
2018,22K278,J.H.S. 278 Marine Park,EMS,3.6342857142857143,21
2018,22K312,P.S. 312 Bergen Beach,EMS,3.233076923076923,13
2018,22K315,P.S. K315,EMS,3.5375,20
2018,22K326,P.S. 326,EC,3.42,2
2018,22K381,I. S. 381,EMS,3.4392592592592592,27
2018,22K405,Midwood High School,HS,3.6841666666666666,24
2018,22K535,Leon M. Goldstein High School for the Sciences,HS,4.164,25
2018,22K555,Brooklyn College Academy,HS,4.01625,24
2018,23K150,P.S. 150 Christopher,EMS,2.201764705882353,17
2018,22K611,Origins High School,HS,3.613,30
2018,22K630,Professional Pathways High School,HST,3.875769230769231,26
2018,22K889,P.S. 889,EC,3.465,2
2018,22K890,M.S. 890,EMS,2.993,20
2018,23K041,P.S. 041 Francis White,EMS,2.5284615384615385,26
2018,23K137,P.S./I.S. 137 Rachel Jean Mitchell,EMS,2.6179166666666664,24
2018,23K155,P.S./ I.S. 155 Nicholas Herkimer,EMS,2.6996296296296296,27
2018,23K156,P.S. 156 Waverly,EMS,2.791578947368421,19
2018,23K165,P.S. 165 Ida Posner,EMS,3.16,17
2018,23K178,P.S. 178 Saint Clair Mckelway,EMS,2.161739130434783,23
2018,23K184,P.S. 184 Newport,EMS,1.9995454545454545,22
2018,23K284,"The Gregory Jocko Jackson School of Sports, Art, a",EMS,3.3294444444444444,18
2018,23K298,P.S. 298 Dr. Betty Shabazz,EMS,2.7335294117647058,17
2018,23K323,P.S./I.S. 323,EMS,2.3329166666666667,24
2018,23K327,P.S. 327 Dr. Rose B. English,EMS,2.35125,16
2018,23K363,Brownsville Collaborative Middle School,EMS,2.5095652173913043,23
2018,23K392,I.S. 392,EMS,3.2135294117647057,17
2018,23K401,Christopher Avenue Community School,EMS,2.8052941176470587,17
2018,23K446,Riverdale Avenue Community School,EMS,2.9847058823529413,17
2018,23K493,Brooklyn Collegiate: A College Board School,HS,3.3209999999999997,30
2018,23K514,Frederick Douglass Academy VII High School,HS,3.039,30
2018,23K518,Kappa V (Knowledge and Power Preparatory Academy),EMS,2.649583333333333,24
2018,23K522,Mott Hall IV,EMS,2.21375,24
2018,23K599,Brooklyn Landmark Elementary School,EMS,4.478571428571429,14
2018,23K643,Brooklyn Democracy Academy,HST,3.2611538461538463,26
2018,23K644,Eagle Academy for Young Men II,EMS,3.4683333333333333,24
2018,23K644,Eagle Academy for Young Men II,HS,3.174,30
2018,23K647,Metropolitan Diploma Plus High School,HST,4.0872,25
2017,03M256,Lafayette Academy,EMS,3.376086956521739,23
2018,23K664,Brooklyn Environmental Exploration School (BEES),EMS,3.2363636363636363,22
2018,23K671,Mott Hall Bridges Academy,EMS,3.65375,24
2018,23K697,Teachers Preparatory High School,EMS,3.875,4
2018,23K697,Teachers Preparatory High School,HS,2.6073333333333335,30
2018,24Q005,I.S. 5 - The Walter Crowley Intermediate School,EMS,3.4592592592592593,27
2017,08X125,J.H.S. 125 Henry Hudson,EMS,3.044074074074074,27
2018,24Q012,P.S. 012 James B. Colgate,EMS,3.582777777777778,18
2018,24Q013,P.S. 013 Clement C. Moore,EMS,3.1215,20
2018,24Q014,P.S. 014 Fairview,EMS,2.5305,20
2018,24Q016,P.S. Q016 The Nancy DeBenedittis School,EMS,3.1005,20
2018,24Q019,P.S. 019 Marino Jeantet,EMS,3.6772727272727272,22
2018,27Q043,P.S. 043,EMS,2.3268,25
2018,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,EC,3.33,2
2018,24Q049,P.S. 049 Dorothy Bonawit Kole,EMS,3.208421052631579,19
2018,24Q058,P.S. 58 - The School of Heroes,EMS,3.6378947368421053,19
2018,24Q068,P.S. 068 Cambridge,EMS,3.4085,20
2018,24Q071,P.S. 071 Forest,EMS,3.365555555555556,18
2018,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,EMS,4.008518518518518,27
2018,24Q077,I.S. 077,EMS,3.0903703703703704,27
2018,24Q081,P.S. 81Q Jean Paul Richter,EMS,3.751578947368421,19
2018,24Q087,P.S./I.S. 087 Middle Village,EMS,3.32,25
2018,24Q088,P.S. 088 Seneca,EMS,2.563888888888889,18
2018,24Q089,P.S. 089 Elmhurst,EMS,3.709047619047619,21
2018,24Q091,P.S. 091 Richard Arkwright,EMS,2.8421052631578947,19
2018,24Q093,I.S. 093 Ridgewood,EMS,3.5344444444444445,27
2018,24Q102,P.S. 102 Bayview,EMS,3.4430434782608694,23
2018,24Q110,P.S. 110,EMS,3.258,20
2018,24Q113,P.S./I.S. 113 Anthony J. Pranzo,EMS,3.1159090909090907,22
2018,24Q125,I.S. 125 Thom J. McCann Woodside,EMS,3.5953846153846154,26
2018,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",EMS,3.453125,16
2018,24Q143,P.S. 143 Louis Armstrong,EMS,2.8,20
2018,24Q153,P.S. 153 Maspeth Elem,EMS,2.781904761904762,21
2018,24Q199,P.S. 199 Maurice A. Fitzgerald,EMS,3.186,20
2018,24Q211,Elm Tree Elementary School,EMS,3.4589473684210525,19
2018,24Q229,P.S. 229 Emanuel Kaplan,EMS,3.2525,20
2018,24Q236,International High School for Health Sciences,HS,2.8376923076923077,26
2018,24Q239,P.S. 239,EMS,3.3175,20
2018,24Q264,Academy of Finance and Enterprise,HS,4.33,24
2018,24Q267,High School of Applied Communication,HS,3.6256666666666666,30
2018,24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,EMS,3.664615384615385,13
2018,24Q293,Civic Leadership Academy,HS,4.1038461538461535,26
2018,24Q296,Pan American International High School,HS,4.43,26
2018,24Q299,Bard High School Early College Queens,HS,4.494166666666667,24
2018,24Q305,Learners and Leaders,EMS,3.462,20
2018,24Q307,Pioneer Academy,EMS,3.46,20
2018,24Q311,Corona Arts & Sciences Academy,EMS,2.4872,25
2018,24Q330,Helen M. Marshall School,EMS,2.730909090909091,22
2018,24Q455,Newtown High School,HS,3.101935483870968,31
2018,24Q457,H.S. Arts & Business Yabc,YABC,3.094782608695652,23
2018,24Q485,Grover Cleveland High School,HS,2.4751612903225806,31
2018,24Q520,Middle College High School at LaGuardia Community,HS,3.7415,20
2018,24Q530,International High School at LaGuardia Community C,HS,3.7364,25
2018,24Q550,High School for Arts and Business,HS,4.00076923076923,26
2018,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",EMS,4.35625,16
2018,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",HS,4.03923076923077,26
2018,24Q585,Maspeth High School,HS,4.272,25
2018,24Q600,Queens Technical High School,HS,3.010666666666667,30
