dbn,school_name,borough,report_type,avg_metric_score,n_metric_rows
30Q575,Academy of American Studies,Queens,HS,3.8980701754385967,171
30Q580,Baccalaureate School for Global Education,Queens,EMS,4.751777777777778,90
30Q580,Baccalaureate School for Global Education,Queens,HS,4.45559748427673,159
75Q004,P.S. Q004,Queens,D75,3.782857142857143,21
75Q023,P.S. Q023 @ Queens Children Center,Queens,D75,4.191428571428571,21
75Q075,Robert E. Peary School,Queens,D75,3.71,21
75Q177,P.S. Q177,Queens,D75,2.8138095238095238,21
75Q224,P.S. Q224,Queens,D75,3.7928571428571427,21
75Q721,John F. Kennedy Jr. School,Queens,D75,2.5476190476190474,21
75Q752,Queens Transition Center,Queens,D75,2.6352380952380954,21
75Q811,P.S. Q811,Queens,D75,3.067142857142857,21
75X012,P.S. X012 Lewis and Clark School,Bronx,D75,2.9042857142857144,21
75X017,P.S. X017,Bronx,D75,3.6352380952380954,21
75X168,P.S. 168,Bronx,D75,3.6176190476190477,21
75X176,P.S. X176,Bronx,D75,3.2814285714285716,21
75X186,P186X Walter J. Damrosch School,Bronx,D75,3.600952380952381,21
75X188,P.S. X188,Bronx,D75,3.315714285714286,21
75X352,The Vida Bogart School for All Children,Bronx,D75,3.5557142857142856,21
75X469,The Bronx School for Continuous Learners,Bronx,D75,3.8528571428571428,21
75X721,P.S. X721 - Stephen McSweeney School,Bronx,D75,2.564761904761905,21
75X723,P.S. 723,Bronx,D75,3.9285714285714284,21
75X754,J. M. Rapport School Career Development,Bronx,D75,2.584285714285714,21
84Q705,Renaissance Charter School,Queens,HS,3.5515822784810127,158
84Q083,Central Queens Academy Charter School,Queens,EMS,4.073741007194244,139
84Q170,Peninsula Preparatory Academy Charter School,Queens,EMS,3.3940425531914893,94
84Q298,Middle Village Preparatory Charter School,Queens,EMS,3.8534188034188035,117
84Q304,VOICE Charter School of New York,Queens,EMS,3.2061940298507463,134
84Q320,United Charter High School for Advanced Math and Science lV,Queens,HS,3.1453271028037384,107
84Q321,Growing Up Green Charter School,Queens,EMS,3.050125786163522,159
84Q337,Success Academy Charter School - Rosedale,Queens,EMS,4.239607843137255,51
84Q339,Success Academy Charter School - Springfield Gardens - New York 6,Queens,EMS,4.114528301886793,53
84Q340,Challenge Preparatory Charter School,Queens,EMS,2.5839837398373984,123
84Q341,Riverton Street Charter School,Queens,EMS,2.987142857142857,140
84Q342,Rochdale Early Advantage Charter School,Queens,EMS,3.1647169811320754,106
84Q359,Academy of the City Charter School,Queens,EMS,3.1467226890756304,119
84Q373,United Charter High School for the Humanities lV,Queens,HS,3.0042253521126763,71
84Q374,Success Academy Charter School - South Jamaica,Queens,EC,3.4699999999999998,2
84Q375,Success Academy Charter School - Far Rockaway,Queens,EC,4.62,2
84Q380,Forte Preparatory Academy Charter School,Queens,EMS,4.155121951219512,82
84Q704,Merrick Academy - Queens Public Charter School,Queens,EMS,2.9616666666666664,114
84Q705,Renaissance Charter School,Queens,EMS,3.273401360544218,147
84Q706,Our World Neighborhood Charter School,Queens,EMS,3.0765,140
84X124,Children's Aid College Preparatory Charter School,Bronx,EMS,3.4501941747572817,103
84X133,Icahn Charter School 6,Bronx,EMS,3.6458064516129034,93
84X165,Grand Concourse Academy Charter School,Bronx,EMS,3.339159663865546,119
84X177,Mott Hall Charter School,Bronx,EMS,2.87722972972973,148
84X185,Pharos Academy Charter School,Bronx,EMS,3.512919708029197,137
84X185,Pharos Academy Charter School,Bronx,HS,3.376687898089172,157
84X200,New Visions AIM Charter High School II,Bronx,HST,1.9674015748031497,127
84X202,United Charter High School for Advanced Math and Science ll,Bronx,HS,4.155,178
84X208,United Charter High School for the Humanities II,Bronx,HS,2.9678531073446326,177
84X233,Family Life Academy Charter School II,Bronx,EMS,2.983660714285714,112
84X255,Bronx Charter School for Excellence,Bronx,EMS,3.7337168141592922,113
84X256,Heketi Community Charter School,Bronx,EMS,3.013818181818182,55
84X309,South Bronx Charter School for International Cultures and the Arts,Bronx,EMS,3.4895,100
84X345,Leaders In Our Neighborhood Charter School,Bronx,EMS,3.250473372781065,169
84X345,Leaders In Our Neighborhood Charter School,Bronx,HS,3.2083243243243245,185
84X346,South Bronx Classical Charter School,Bronx,EMS,4.243421052631579,114
84X347,International Leadership Charter High School,Bronx,HS,3.334093567251462,171
84X362,Icahn Charter School 7,Bronx,EMS,3.576883116883117,77
84X364,South Bronx Classical Charter School II,Bronx,EMS,4.388591549295775,71
84X378,Icahn Charter School 2,Bronx,EMS,3.9321739130434783,92
84X380,Success Academy Charter School - Bronx 3,Bronx,EMS,4.147916666666667,72
84X387,Brilla College Preparatory Charter School,Bronx,EMS,3.3724752475247524,101
84X389,Bronx Global Learning Institute for Girls Charter School,Bronx,EMS,2.822416666666667,120
84X393,University Prep Charter High School,Bronx,HS,4.2480769230769235,182
84X394,Mott Haven Charter School,Bronx,EMS,3.2475539568345324,139
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries",Bronx,HS,4.028148148148148,189
84X398,Bronx Community Charter School,Bronx,EMS,2.9011920529801323,151
84X407,Access Bronx Charter School,Bronx,EMS,2.91,123
84X419,Bronx Academy of Promise Charter School,Bronx,EMS,3.3753030303030305,132
84X422,Icahn Charter School 3,Bronx,EMS,4.155764705882353,85
84X429,Charter High School for Law and Social Justice,Bronx,HS,2.363510638297872,94
84X460,Atmosphere Academy Public Charter School,Bronx,EMS,3.644,130
84X461,Nuasin Next Generation Charter School,Bronx,EMS,3.0436601307189544,153
84X461,Nuasin Next Generation Charter School,Bronx,HS,2.480967741935484,62
84X464,Success Academy Charter School - Bronx 4,Bronx,EMS,4.286666666666667,42
84X465,Boys Preparatory Charter School of New York,Bronx,EMS,3.0812820512820513,78
84X471,American Dream Charter School,Bronx,EMS,3.1855,140
84X471,American Dream Charter School,Bronx,HS,3.734769230769231,65
84X472,Family Life Academy Charter School III,Bronx,EMS,2.735333333333333,45
84X482,Dr. Richard Izquierdo Health and Science Charter School,Bronx,EMS,2.7775,148
84X482,Dr. Richard Izquierdo Health and Science Charter School,Bronx,HS,3.596418918918919,148
84X484,Bronx Charter School for Better Learning II,Bronx,EC,3.202,5
84X487,Girls Preparatory Charter School of the Bronx,Bronx,EMS,3.2518487394957982,119
84X488,The Equality Charter School,Bronx,EMS,3.1951677852348994,149
84X488,The Equality Charter School,Bronx,HS,3.0299290780141845,141
84X491,Academic Leadership Charter School,Bronx,EMS,4.07718954248366,153
84X492,South Bronx Early College Academy Charter School,Bronx,EMS,2.7696268656716416,134
84X493,Success Academy Charter School - Bronx 1,Bronx,EMS,4.27974358974359,78
84X494,Success Academy Charter School - Bronx 2,Bronx,EMS,4.216,100
84X496,Icahn Charter School 4,Bronx,EMS,4.033544303797468,79
84X538,Icahn Charter School 5,Bronx,EMS,3.6769230769230767,78
84X539,United Charter High School for Advanced Math and Science,Bronx,HS,3.2392265193370164,181
84X553,United Charter High School for the Humanities,Bronx,HS,3.472994350282486,177
84X554,Choice Charter School,Bronx,EMS,2.7622033898305083,118
84X579,Bronx Charter School for Excellence II,Bronx,EC,3.33,4
84X581,South Bronx Community Charter High School,Bronx,HS,2.1205555555555557,72
84X585,Legacy College Preparatory Charter School,Bronx,EMS,3.2298936170212764,94
84X586,Brilla Veritas Charter School,Bronx,EC,3.1,1
84X588,South Bronx Classical Charter School  IV,Bronx,EC,3.98,2
84X589,Bronx Charter School for Excellence 3,Bronx,EC,4.529999999999999,2
84X592,Amber Charter School II,Bronx,EC,3.9299999999999997,2
84X703,Bronx Preparatory Charter School,Bronx,EMS,3.5123493975903615,166
84X703,Bronx Preparatory Charter School,Bronx,HS,3.2651381215469613,181
84X704,KIPP Academy Charter School,Bronx,EMS,3.607044025157233,159
84X704,KIPP Academy Charter School,Bronx,HS,3.724296296296296,135
84X705,Family Life Academy Charter School,Bronx,EMS,2.835371900826446,121
84X706,Harriet Tubman Charter School,Bronx,EMS,3.5733070866141734,127
84X717,Icahn Charter School 1,Bronx,EMS,3.468859649122807,114
84X718,Bronx Charter School for Better Learning,Bronx,EMS,3.298804347826087,92
84X730,Bronx Charter School for the Arts,Bronx,EMS,3.2337037037037035,135
12X384,Entrada Academy,Bronx,EMS,2.606875,80
07X547,New Explorers High School,Bronx,HS,1.921304347826087,92
08X332,Holcombe L. Rucker School of Community Research,Bronx,HS,2.956043956043956,91
08X392,Bronx Delta School,Bronx,EC,3.025,6
08X519,Felisa Rincon de Gautier Institute for Law and Pub,Bronx,HS,1.933956043956044,91
09X325,Urban Science Academy,Bronx,EMS,2.3035443037974686,79
10X077,Bedford Park Elementary School,Bronx,EC,3.015,6
12X092,P.S. 092 Bronx,Bronx,EMS,2.436060606060606,66
12X321,Crotona Academy High School,Bronx,HST,2.7258441558441557,77
12X372,Urban Assembly School for Wildlife Conservation,Bronx,EMS,2.6222222222222222,81
12X372,Urban Assembly School for Wildlife Conservation,Bronx,HS,2.5203333333333333,90
12X458,Samara Community School,Bronx,EC,2.606666666666667,6
24Q007,P.S. 007 Louis F. Simeone,Queens,EC,3.7283333333333335,6
24Q343,The Children's Lab School,Queens,EC,3.3466666666666667,6
24Q877,The 51 Avenue Academy (The Path To Academic Excell,Queens,EMS,4.181785714285715,56
27Q316,Queens Explorers Elementary School,Queens,EC,2.958333333333333,6
28Q312,Jamaica Children's School,Queens,EC,3.461666666666667,6
84Q372,Growing Up Green Charter School II,Queens,EC,3.32,1
84X486,Rosalyn Yalow Charter School,Bronx,EC,3.92,4
84X489,South Bronx Classical Charter School III,Bronx,EC,4.273333333333333,3
84X497,Storefront Academy Charter School,Bronx,EC,2.6500000000000004,4
07X162,J.H.S. 162 Lola Rodriguez De Tio,Bronx,EMS,2.3594444444444442,54
08X305,Pablo Neruda Academy,Bronx,HS,2.9922222222222223,63
08X335,The Academy of the Arts,Bronx,EMS,3.4484090909090908,44
09X145,J.H.S. 145 Arturo Toscanini,Bronx,EMS,2.252075471698113,53
09X276,Leadership Institute,Bronx,HS,2.353770491803279,61
11X289,The Young Scholars Academy of The Bronx,Bronx,EMS,2.3818,50
11X357,Young Voices Academy of the Bronx,Bronx,EC,2.9775,4
12X692,Monroe Academy for Visual Arts & Design,Bronx,HS,2.1214285714285714,63
24Q211,Elm Tree Elementary School,Queens,EC,2.8775,4
25Q130,P.S. 130,Queens,EC,3.4975,4
30Q329,East Elmhurst Community School,Queens,EC,3.545,4
84Q337,Success Academy Charter School - Rosedale - New Yo,Queens,EC,3.88,2
84Q339,Success Academy Charter School - Springfield Garde,Queens,EC,2.825,2
84X258,Tech International Charter School,Bronx,EMS,2.8893478260869565,46
84X464,Success Academy Charter School - Bronx 4 - New Yor,Bronx,EC,2.745,2
84X465,Boys Preparatory Charter School of New York,Bronx,EC,3.0675,4
84X472,Family Life Academy Charter School III,Bronx,EC,3.7675,4
07X385,Performance School,Bronx,EMS,2.2983333333333333,18
07X520,Foreign Language Academy of Global Studies,Bronx,HS,2.4710714285714284,28
08X366,Urban Assembly Academy of Civic Engagement,Bronx,EMS,2.5204166666666667,24
09X064,P.S. 064 Pura Belpre,Bronx,EMS,2.9325,20
09X230,P.S. 230 Dr Roland N. Patterson,Bronx,EMS,2.5305,20
09X414,Jonathan Levin High School for Media and Communica,Bronx,HS,1.9747826086956521,23
11X272,Globe School for Environmental Research,Bronx,EMS,3.293846153846154,26
11X567,Linden Tree Elementary School,Bronx,EC,3.15,2
12X050,P.S. 050 Clara Barton,Bronx,EMS,2.836,20
12X278,Peace and Diversity Academy,Bronx,HS,1.8451851851851853,27
24Q110,P.S. 110,Queens,EC,3.17,2
29Q494,"Law, Government and Community Service High School",Queens,HS,2.7505555555555556,18
29Q496,"Business, Computer Applications & Entrepreneurship",Queens,HS,2.5557894736842104,19
84X364,South Bronx Classical Charter School II,Bronx,EC,3.945,2
84X380,Success Academy Charter School - Bronx 3,Bronx,EC,2.45,1
84X387,Brilla College Prep Charter School,Bronx,EC,3.46,2
07X625,Bronx Legacy High School,Bronx,HS,2.574468085106383,47
08X392,Bronx Delta School,Bronx,EMS,2.8634883720930233,43
08X636,Virtual Innovators Academy,Bronx,HS,2.69375,24
08X583,P.S. 583,Bronx,EMS,2.91375,40
09X088,P.S. X088 - S. Silverstein Little Sparrow School,Bronx,EMS,3.13,14
09X594,New Pathways Academy,Bronx,EMS,3.4763513513513513,74
09X593,South Bronx International Middle School,Bronx,EMS,3.7435384615384617,65
10X077,Bedford Park Elementary School,Bronx,EMS,2.1946296296296297,54
10X207,P.S. 207,Bronx,EMS,2.888541666666667,48
10X228,Jonas Bronck Academy,Bronx,HS,4.064666666666667,15
11X483,The Matilda Avenue School,Bronx,EMS,2.3125581395348838,43
11X481,The STEAM Bridge School,Bronx,EMS,3.450625,32
12X458,Samara Community School,Bronx,EMS,3.3446511627906976,43
12X595,P.S. 595,Bronx,EMS,2.7981818181818183,44
12X641,Bard High School Early College Bronx,Bronx,HS,4.58625,24
24Q343,The Children's Lab School,Queens,EMS,3.5176923076923075,52
24Q007,P.S. 007 Louis F. Simeone,Queens,EMS,3.6666666666666665,48
24Q419,MS 419,Queens,EMS,2.891714285714286,70
25Q379,College Point Collaborative,Queens,EMS,2.5214666666666665,75
26Q376,P.S. 376,Queens,EMS,4.151219512195122,41
27Q316,Queens Explorers Elementary School,Queens,EMS,3.3730232558139535,43
27Q377,S.T.A.R. Leadership Academy,Queens,EMS,2.7243478260869565,46
28Q303,The Academy for Excellence through the Arts,Queens,EMS,4.391481481481481,27
28Q312,Jamaica Children's School,Queens,EMS,2.6903030303030304,33
28Q349,The Queens School for Leadership and Excellence,Queens,EMS,2.5510714285714284,56
29Q360,P.S. 360,Queens,EMS,3.5839285714285714,28
30Q361,The Woodside Community School,Queens,EMS,3.332558139534884,43
30Q398,The Hector Figueroa School,Queens,EMS,4.251,20
30Q384,Hunters Point Elementary School,Queens,EMS,4.045806451612903,31
30Q429,I.S 429,Queens,EMS,3.9324242424242426,33
30Q417,Gotham Tech High School,Queens,HS,3.008709677419355,31
75X596,P.S. X596,Bronx,D75,4.31,3
84Q340,Challenge Preparatory Charter School,Queens,HS,2.6175,32
84Q372,Growing Up Green Charter School II,Queens,EMS,2.8352857142857144,70
84Q375,Success Academy Charter School - Far Rockaway,Queens,EMS,4.242142857142857,42
84Q374,Success Academy Charter School - South Jamaica,Queens,EMS,4.144074074074074,27
84Q387,Valence College Preparatory Charter School,Queens,EMS,4.234242424242424,66
84Q388,New Dawn Charter High School II,Queens,HST,2.231969696969697,66
84Q386,Our World Neighborhood Charter School 2,Queens,EMS,2.5186363636363636,44
84Q414,Renaissance Charter School 2,Queens,EMS,2.9985714285714287,35
84Q380,Forte Preparatory Academy Charter School,Queens,HS,3.6715384615384616,13
84Q385,Elm Community Charter School,Queens,EMS,3.6111627906976747,43
84Q414,Renaissance Charter School 2,Queens,HS,2.844,10
84X309,South Bronx Charter School for International Cultures and the Arts,Bronx,HS,3.2875,16
84X347,International Leadership Charter High School,Bronx,EMS,3.7277272727272726,22
84X387,Brilla College Preparatory Charter School,Bronx,HS,3.484,15
84X380,Success Academy Charter School - Bronx 3,Bronx,HS,2.505,10
84X460,Atmosphere Academy Public Charter School,Bronx,HS,3.4796,25
84X486,Rosalyn Yalow Charter School,Bronx,EMS,3.551304347826087,46
84X484,Bronx Charter School for Better Learning II,Bronx,EMS,2.60425,40
84X465,Boys Preparatory Charter School of New York,Bronx,HS,3.653636363636364,11
84X489,South Bronx Classical Charter School III,Bronx,EMS,4.2056000000000004,50
84X497,Storefront Academy Charter School,Bronx,EMS,3.824222222222222,45
84X487,Girls Preparatory Charter School of the Bronx,Bronx,HS,3.087142857142857,7
84X579,Bronx Charter School for Excellence 2,Bronx,EMS,4.325918367346939,49
84X597,Urban Assembly Charter School for Computer Science,Bronx,HS,3.727936507936508,63
84X592,Amber Charter School Kingsbridge,Bronx,EMS,2.715,64
84X606,Emblaze Academy Charter School,Bronx,EMS,3.4638709677419355,62
84X599,Cardinal McCloskey Community Charter School,Bronx,EMS,2.910833333333333,48
84X585,Legacy College Preparatory Charter School,Bronx,HS,2.416842105263158,38
84X589,Bronx Charter School for Excellence 3,Bronx,EMS,3.7630232558139536,43
84X598,KIPP Freedom Charter School,Bronx,EMS,3.148909090909091,55
84X586,Brilla Veritas Charter School,Bronx,EMS,3.226734693877551,49
84X588,South Bronx Classical Charter School IV,Bronx,EMS,4.383863636363636,44
84X587,NYC Autism Charter School Bronx,Bronx,D75,1.8920000000000001,5
84X612,Creo College Preparatory Charter School,Bronx,EMS,3.831935483870968,62
84X614,Dream Charter School Mott Haven,Bronx,EMS,3.7375757575757578,66
84X616,KIPP Bronx Charter School II,Bronx,EMS,3.2587272727272727,55
84X613,Bold Charter School,Bronx,EMS,4.24,41
84X610,Urban Dove Team Charter School II,Bronx,HST,2.846290322580645,62
84X615,University Prep Charter Middle School,Bronx,EMS,3.0464285714285713,56
84X608,Bronx Charter School for Excellence 4,Bronx,EMS,4.075714285714286,35
84X609,Zeta Charter Schools - South Bronx,Bronx,EMS,4.371860465116279,43
84X617,KIPP Bronx Charter School III,Bronx,EMS,3.236666666666667,54
84X611,AECI II: NYC Charter High School for Computer Engineering and Innovation,Bronx,HS,3.45375,48
84X619,Bronx Arts and Science Charter School,Bronx,EMS,2.505813953488372,43
84X627,Capital Preparatory Bronx Charter School,Bronx,EMS,3.6158333333333332,60
84X623,Neighborhood Charter School: Bronx,Bronx,EMS,4.1414285714285715,42
84X617,KIPP Bronx Charter School III,Bronx,HS,3.9904,25
84X635,Earl Monroe New Renaissance Basketball Charter School,Bronx,HS,2.733846153846154,26
84X627,Capital Preparatory Bronx Charter School,Bronx,HS,3.6715,20
84X620,Bronx Charter School for Excellence 5,Bronx,EMS,4.2211428571428575,35
84X633,Wildflower New York Charter School,Bronx,EMS,4.99,2
84X638,Success Academy Charter School - Bronx 5 Upper,Bronx,EMS,4.99,10
84X640,Family Life Academy Charter Schools High School,Bronx,HS,3.4358823529411766,17
07X642,South Bronx Literacy Academy,Bronx,EMS,2.0771428571428574,7
09X644,Bronx Debate Academy,Bronx,EMS,1.7810526315789474,19
30Q367,Motion Picture Technical High School,Queens,HS,3.3833333333333333,6
84Q422,Success Academy Charter School - NYC 14,Queens,EMS,4.641,10
84Q428,Urban Dove Team Charter School III,Queens,HST,1.841904761904762,21
84X429,Charter High School for Law and Social Justice,Bronx,EMS,3.8457142857142856,7
84X614,Dream Charter School Mott Haven,Bronx,HS,3.898421052631579,19
84X628,Brilla Caritas Charter School,Bronx,EMS,3.2284615384615383,13
84X629,Brilla Pax Charter School,Bronx,EMS,3.1761538461538463,13
84X630,Girls Preparatory Charter School of the Bronx II,Bronx,EMS,2.5953333333333335,15
84X631,Zeta Charter School - Mount Eden,Bronx,EMS,4.4750000000000005,10
84X632,Zeta Charter School - Tremont Park,Bronx,EMS,4.674,10
84X639,Dream Charter School Highbridge,Bronx,EMS,4.03,13
84X647,Success Academy Charter School - NYC 12,Bronx,EMS,4.99,8
84X648,Girls Preparatory Charter School of New York,Bronx,EMS,4.99,1
84X648,Girls Preparatory Charter School of New York,Bronx,HS,3.4266666666666667,6
84X649,Democracy Preparatory Endurance Charter School,Bronx,EMS,2.708235294117647,17
84X649,Democracy Preparatory Endurance Charter School,Bronx,HS,2.5465,20
