dbn,school_name,borough,report_type,avg_metric_score,n_metric_rows
12X134,P.S. 134 George F. Bristow,Bronx,EMS,2.3341666666666665,132
12X150,P.S. 150 Charles James Fox,Bronx,EMS,2.92875,136
12X190,E.S.M.T- I.S. 190,Bronx,EMS,3.1466666666666665,174
12X195,P.S. 195,Bronx,EMS,2.2761805555555554,144
12X196,P.S. 196,Bronx,EMS,2.516642857142857,140
12X211,P.S. 211,Bronx,EMS,3.0577941176470587,136
12X212,P.S. 212,Bronx,EMS,2.4885869565217393,92
12X214,P.S. 214,Bronx,EMS,2.476810810810811,185
12X217,School of Performing Arts,Bronx,EMS,2.7596629213483146,178
12X242,Mott Hall V,Bronx,EMS,3.2271584699453553,183
12X242,Mott Hall V,Bronx,HS,3.637179487179487,195
12X251,Explorations Academy H.S.,Bronx,HS,3.0428282828282827,198
12X267,Bronx Latin,Bronx,EMS,3.268685714285714,175
12X267,Bronx Latin,Bronx,HS,4.0496464646464645,198
12X271,East Bronx Academy for the Future,Bronx,EMS,2.998087431693989,183
12X271,East Bronx Academy for the Future,Bronx,HS,3.1943434343434345,198
12X273,Frederick Douglass Academy V. Middle School,Bronx,EMS,2.9838418079096045,177
12X286,Fannie Lou Hamer Middle School,Bronx,EMS,2.5481714285714285,175
12X300,The School of Science and Applied Learning,Bronx,EMS,2.298888888888889,144
12X314,Fairmont Neighborhood School,Bronx,EMS,2.3801834862385323,109
12X318,"I.S. X318 Math, Science & Technology Through Arts",Bronx,EMS,2.6478571428571427,182
30Q085,P.S. 085 Judge Charles Vallone,Queens,EMS,3.0953,100
12X383,Emolior Academy,Bronx,EMS,3.10731843575419,179
12X388,Pan American International High School at Monroe,Bronx,HS,4.257701863354037,161
12X428,Learning To Work Yabc At Monroe Academy,Bronx,YABC,2.272043010752688,93
12X446,Arturo A. Schomburg Satellite Academy Bronx,Bronx,HST,3.3156756756756756,148
12X463,Urban Scholars Community School,Bronx,EMS,2.9956589147286823,129
12X478,The Cinema School,Bronx,HS,3.21,179
12X479,Bronx Career and College Preparatory High School,Bronx,HS,1.9958247422680413,194
12X480,Bronx Regional High School,Bronx,HST,2.41812865497076,171
12X511,Bronx Envision Academy,Bronx,HS,2.9094329896907216,194
12X521,The Metropolitan Soundview High School,Bronx,HS,2.917113402061856,194
12X531,Archer Elementary School,Bronx,EMS,3.0844444444444443,135
12X536,P.S. 536,Bronx,EMS,2.638220338983051,118
12X550,High School of World Cultures,Bronx,HS,2.790748663101604,187
12X682,Fannie Lou Hamer Freedom High School,Bronx,HS,3.4919254658385093,161
12X684,Wings Academy,Bronx,HS,2.4219170984455958,193
12X691,Bronx Little School,Bronx,EMS,2.7489830508474578,118
30Q212,P.S. 212,Queens,EMS,3.5092436974789916,119
30Q234,P.S. 234,Queens,EMS,3.9724786324786328,117
27Q314,Epic High School - South,Queens,HS,2.5186986301369862,146
29Q268,P.S./I.S. 268,Queens,EMS,2.807894736842105,171
24Q061,I.S. 061 Leonardo Da Vinci,Queens,EMS,3.314180790960452,177
24Q119,P.S./I.S. 119 The Glendale,Queens,EMS,3.322867132867133,143
25Q029,P.S. 029 Queens,Queens,EMS,3.1673684210526316,133
24Q005,I.S. 5 - The Walter Crowley Intermediate School,Queens,EMS,3.374245810055866,179
08X125,J.H.S. 125 Henry Hudson,Bronx,EMS,3.0881012658227847,79
24Q012,P.S. 012 James B. Colgate,Queens,EMS,3.3868548387096773,124
24Q013,P.S. 013 Clement C. Moore,Queens,EMS,3.0982089552238805,134
24Q014,P.S. 014 Fairview,Queens,EMS,2.4830882352941175,136
24Q016,P.S. Q016 The Nancy DeBenedittis School,Queens,EMS,2.7209558823529414,136
24Q019,P.S. 019 Marino Jeantet,Queens,EMS,3.1355333333333335,150
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,Queens,EC,3.235,14
24Q058,P.S. 58 - The School of Heroes,Queens,EMS,3.2393798449612405,129
24Q068,P.S. 068 Cambridge,Queens,EMS,3.278768115942029,138
24Q071,P.S. 071 Forest,Queens,EMS,3.0074193548387096,124
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Queens,EMS,3.7443243243243245,185
24Q077,Joseph F. Quinn Intermediate School 77,Queens,EMS,2.9397814207650272,183
24Q081,P.S. 81Q Jean Paul Richter,Queens,EMS,3.775333333333333,135
24Q087,P.S./I.S. 087 Middle Village,Queens,EMS,3.3198773006134967,163
24Q088,P.S. 088 Seneca,Queens,EMS,2.6202380952380953,126
24Q089,P.S. 89Q: The Jose Peralta School of Dreamers,Queens,EMS,3.224113475177305,141
24Q091,P.S. 091 Richard Arkwright,Queens,EMS,2.6432835820895524,134
24Q102,P.S. 102 Bayview,Queens,EMS,3.4057142857142857,161
24Q110,P.S. 110,Queens,EMS,3.1025,92
24Q113,P.S./I.S. 113 Anthony J. Pranzo,Queens,EMS,3.283605442176871,147
24Q125,I.S. 125 Thom J. McCann Woodside,Queens,EMS,3.1085405405405404,185
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",Queens,EMS,3.3231297709923666,131
24Q143,P.S. 143 Louis Armstrong,Queens,EMS,2.452720588235294,136
24Q153,P.S. 153 Maspeth Elem,Queens,EMS,2.919136690647482,139
24Q199,P.S. 199 Maurice A. Fitzgerald,Queens,EMS,3.008695652173913,138
24Q211,Elm Tree Elementary School,Queens,EMS,3.1368,75
24Q229,P.S. 229 Emanuel Kaplan,Queens,EMS,3.094488188976378,127
24Q236,International High School for Health Sciences,Queens,HS,2.988294573643411,129
24Q264,Academy of Finance and Enterprise,Queens,HS,3.987528735632184,174
24Q267,High School of Applied Communication,Queens,HS,3.236875,192
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,Queens,EMS,3.281595744680851,94
24Q293,Civic Leadership Academy,Queens,HS,3.8303763440860217,186
24Q296,Pan American International High School,Queens,HS,4.130123456790123,162
24Q299,Bard High School Early College Queens,Queens,HS,4.384478527607362,163
24Q305,Learners and Leaders,Queens,EMS,3.2875454545454548,110
24Q307,Pioneer Academy,Queens,EMS,3.2836764705882353,136
24Q311,Corona Arts & Sciences Academy,Queens,EMS,2.830919540229885,174
24Q455,Newtown High School,Queens,HS,2.9961194029850744,201
24Q457,H.S. Arts & Business Yabc,Queens,YABC,2.934301075268817,93
24Q485,Grover Cleveland High School,Queens,HS,2.500049751243781,201
24Q520,Middle College High School at LaGuardia Community College,Queens,HS,3.59421768707483,147
24Q530,International High School at LaGuardia Community College,Queens,HS,4.141513157894737,152
24Q550,High School for Arts and Business,Queens,HS,4.028298969072165,194
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,EMS,4.1248,125
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,HS,3.5651685393258425,178
24Q585,Maspeth High School,Queens,HS,4.193705882352941,170
24Q600,Queens Technical High School,Queens,HS,2.7728645833333334,192
24Q610,Aviation Career & Technical Education High School,Queens,HS,4.1893142857142855,175
24Q744,VOYAGES Preparatory,Queens,HST,2.8197765363128493,179
25Q020,P.S. 020 John Bowne,Queens,EMS,3.3919166666666665,120
25Q021,P.S. 021 Edward Hart,Queens,EMS,3.3164912280701753,114
25Q022,P.S. 022 Thomas Jefferson,Queens,EMS,4.111848739495798,119
25Q024,P.S. 024 Andrew Jackson,Queens,EMS,4.124017857142857,112
25Q025,I.S. 025 Adrien Block,Queens,EMS,3.718238993710692,159
25Q032,P.S. 032 State Street,Queens,EMS,3.6113333333333335,105
25Q079,P.S. 079 Francis Lewis,Queens,EMS,3.8523711340206184,97
25Q107,P.S. 107 Thomas A Dooley,Queens,EMS,3.26125,120
25Q120,P.S. 120 Queens,Queens,EMS,3.3345378151260503,119
25Q129,P.S. 129 Patricia Larkin,Queens,EMS,3.291764705882353,119
25Q130,P.S. 130,Queens,EMS,3.993333333333333,51
25Q154,P.S. 154 Queens,Queens,EMS,3.4214150943396224,106
25Q163,P.S. 163 Flushing Heights,Queens,EMS,3.9950877192982457,114
25Q164,P.S. 164 Queens Valley,Queens,EMS,3.2194701986754968,151
25Q165,P.S. 165 Edith K. Bergtraum,Queens,EMS,3.5021311475409838,122
25Q169,P.S. 169 Bay Terrace,Queens,EMS,3.3850000000000002,92
25Q184,P.S. 184 Flushing Manor,Queens,EMS,3.632,105
25Q185,J.H.S. 185 Edward Bleeker,Queens,EMS,3.727025316455696,158
25Q189,J.H.S. 189 Daniel Carter Beard,Queens,EMS,3.2272560975609754,164
25Q193,P.S. 193 Alfred J. Kennedy,Queens,EMS,3.5343298969072166,97
25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,Queens,EMS,3.3052095808383233,167
25Q201,P.S. 201 The Discovery School for Inquiry and Research,Queens,EMS,3.088655462184874,119
25Q209,P.S. 209 Clearview Gardens,Queens,EMS,3.3705555555555557,90
25Q214,P.S. 214 Cadwallader Colden,Queens,EMS,3.269029126213592,103
25Q219,P.S. 219 Paul Klapper,Queens,EMS,3.936763005780347,173
25Q237,I.S. 237,Queens,EMS,3.4286875,160
25Q240,Veritas Academy,Queens,HS,2.9525748502994014,167
25Q241,Queens High School for Language Studies,Queens,HS,4.365032679738563,153
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,Queens,EC,3.3564285714285713,14
25Q244,The Active Learning Elementary School,Queens,EC,4.008571428571429,14
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,Queens,EMS,2.7905714285714285,175
25Q252,"Queens School of Inquiry, The",Queens,EMS,2.914888888888889,135
25Q252,"Queens School of Inquiry, The",Queens,HS,3.8446341463414635,164
25Q263,Flushing International High School,Queens,HS,3.2600613496932516,163
25Q281,East-West School of International Studies,Queens,EMS,4.08237037037037,135
25Q281,East-West School of International Studies,Queens,HS,4.080346820809249,173
25Q285,World Journalism Preparatory: A College Board School,Queens,EMS,3.629922480620155,129
25Q285,World Journalism Preparatory: A College Board School,Queens,HS,3.936845238095238,168
27Q100,P.S. 100 Glen Morris,Queens,EMS,3.2655172413793103,116
25Q294,BELL Academy,Queens,EMS,4.3026356589147285,129
25Q425,John Bowne High School,Queens,HS,2.8401990049751245,201
25Q460,Flushing High School,Queens,HS,2.590746268656716,201
25Q467,Flushing Yabc,Queens,YABC,3.2845744680851063,94
25Q499,"The Queens College School for Math, Science and Technology",Queens,EMS,3.812671755725191,131
25Q525,Townsend Harris High School,Queens,HS,4.679938650306749,163
25Q540,Queens Academy High School,Queens,HST,3.1037837837837836,185
25Q670,Robert F. Kennedy Community High School,Queens,HS,3.282690355329949,197
25Q792,North Queens Community High School,Queens,HST,3.0102439024390244,164
26Q018,P.S. 018 Winchester,Queens,EMS,3.352842105263158,95
26Q026,P.S. 026 Rufus King,Queens,EMS,3.4088983050847457,118
26Q031,P.S. 031 Bayside,Queens,EMS,3.4304716981132075,106
26Q041,P.S. 041 Crocheron,Queens,EMS,4.1741758241758244,91
26Q046,P.S. 046 Alley Pond,Queens,EMS,3.8717592592592593,108
26Q067,J.H.S. 067 Louis Pasteur,Queens,EMS,4.21046511627907,129
26Q074,J.H.S. 074 Nathaniel Hawthorne,Queens,EMS,4.020344827586207,145
26Q094,P.S. 094 David D. Porter,Queens,EMS,4.199139784946237,93
26Q098,P.S. 098 The Douglaston School,Queens,EMS,3.8002777777777776,72
26Q115,The James J. Ambrose School,Queens,EMS,3.4411494252873562,87
26Q133,P.S. 133 The Bellerose School of Excellence,Queens,EMS,3.575,108
26Q158,M.S. 158 Marie Curie,Queens,EMS,3.8707801418439716,141
26Q159,P.S. 159,Queens,EMS,3.799622641509434,106
26Q162,P.S. 162 John Golden,Queens,EMS,3.4487719298245616,114
26Q172,Irwin Altman Middle School 172,Queens,EMS,3.758724832214765,149
26Q173,P.S. 173 Fresh Meadows,Queens,EMS,3.6346017699115043,113
26Q178,P.S./ IS 178 Holliswood,Queens,EMS,3.1521985815602838,141
26Q186,P.S. 186 Castlewood,Queens,EMS,3.8603658536585366,82
26Q188,P.S. 188 Kingsbury,Queens,EMS,4.1465853658536584,82
26Q191,P.S. 191 Mayflower,Queens,EMS,3.5824175824175826,91
26Q203,P.S. 203 Oakland Gardens,Queens,EMS,4.337391304347826,92
26Q205,P.S. 205 Alexander Graham Bell,Queens,EMS,3.7958823529411765,85
26Q213,P.S. 213 The Carl Ullman School,Queens,EMS,3.218369565217391,92
26Q216,J.H.S. 216 George J. Ryan,Queens,EMS,4.2416883116883115,154
26Q221,P.S. 221 The North Hills School,Queens,EMS,3.6006060606060606,99
26Q315,Business Technology Early College High School,Queens,HS,3.7862411347517733,141
26Q376,P.S. 376,Queens,EC,2.635,2
26Q430,Francis Lewis High School,Queens,HS,3.434696132596685,181
26Q435,Martin Van Buren High School,Queens,HS,2.78185,200
26Q495,Bayside High School,Queens,HS,4.096553672316384,177
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Queens,HS,3.239572192513369,187
27Q042,P.S./M.S 042 R. Vernam,Queens,EMS,2.6163461538461537,156
27Q045,P.S. 045 Clarence Witherspoon,Queens,EMS,2.404622641509434,106
27Q047,P.S. 047 Chris Galas,Queens,EMS,3.659918699186992,123
27Q051,P.S. 051,Queens,EC,2.4092857142857143,14
27Q053,M.S. 053 Brian Piccolo,Queens,EMS,3.325287356321839,174
27Q056,P.S. 056 Harry Eichler,Queens,EMS,2.906030534351145,131
27Q060,P.S. 060 Woodhaven,Queens,EMS,3.7545454545454544,121
27Q062,P. S. 62 - Chester Park School,Queens,EMS,2.8550847457627118,118
27Q063,P.S. 063 Old South,Queens,EMS,3.2620149253731343,134
27Q064,P.S. 064 Joseph P. Addabbo,Queens,EMS,2.63858407079646,113
27Q065,P.S. 65 - The Raymond York Elementary School,Queens,EMS,3.1360714285714284,112
27Q066,P.S. 066 Jacqueline Kennedy Onassis,Queens,EMS,4.1008547008547005,117
27Q090,P.S. 090 Horace Mann,Queens,EMS,3.136106870229008,131
27Q096,P.S. 096,Queens,EMS,3.5146875,96
27Q097,P.S. 097 Forest Park,Queens,EMS,2.991594202898551,138
27Q104,P.S. 104 The Bays Water,Queens,EMS,2.8985185185185185,135
27Q105,P.S. 105 The Bay School,Queens,EMS,2.6082317073170733,164
27Q106,Lighthouse Elementary School,Queens,EMS,2.4834375,96
27Q108,P.S. 108 Captain Vincent G. Fowler,Queens,EMS,3.4615178571428573,112
27Q114,P.S./M.S. 114 Belle Harbor,Queens,EMS,3.56172131147541,122
27Q123,P.S. 123,Queens,EMS,3.142258064516129,124
27Q124,P.S. 124 Osmond A Church,Queens,EMS,2.9915950920245398,163
27Q137,M.S. 137 America's School of Heroes,Queens,EMS,3.470731707317073,164
27Q146,P.S. 146 Howard Beach,Queens,EMS,3.276027397260274,146
27Q155,P.S. 155,Queens,EMS,3.6327906976744186,86
27Q197,P.S. 197 The Ocean School,Queens,EMS,3.412536231884058,138
27Q202,J.H.S. 202 Robert H. Goddard,Queens,EMS,3.132469135802469,162
27Q207,P.S. 207 Rockwood Park,Queens,EMS,3.156940298507463,134
27Q223,P.S. 223 Lyndon B. Johnson,Queens,EMS,2.3603968253968253,126
27Q226,J.H.S. 226 Virgil I. Grissom,Queens,EMS,2.5934682080924856,173
27Q253,The Randolph Holder School for Social Justice,Queens,EMS,2.5495070422535213,142
27Q254,P.S. 254 - The Rosa Parks School,Queens,EMS,3.0678703703703705,108
27Q260,Frederick Douglass Academy VI High School,Queens,HS,2.3939086294416243,197
27Q261,Voyages Prep - South Queens,Queens,HST,3.925084745762712,177
27Q262,Channel View School for Research,Queens,EMS,2.975821917808219,146
27Q262,Channel View School for Research,Queens,HS,3.7200520833333335,192
27Q273,P.S. 273,Queens,EMS,3.074608695652174,115
27Q282,Knowledge and Power Preparatory Academy VI,Queens,EMS,3.827283950617284,162
27Q297,Hawtree Creek Middle School,Queens,EMS,3.3575925925925927,162
27Q302,"Queens High School for Information, Research, and Technology",Queens,HS,3.7749,200
27Q306,New York City Academy for Discovery,Queens,EMS,2.863533834586466,133
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,HS,3.863081081081081,185
27Q309,Academy of Medical Technology: A College Board School,Queens,EMS,2.80396449704142,169
27Q309,Academy of Medical Technology: A College Board School,Queens,HS,2.6317766497461927,197
27Q317,Waterside Children's Studio School,Queens,EMS,3.4335833333333334,120
27Q318,Waterside School For Leadership,Queens,EMS,3.3665644171779143,163
27Q319,Village Academy,Queens,EMS,3.743296089385475,179
27Q323,Scholars' Academy,Queens,EMS,4.424358974358975,117
27Q323,Scholars' Academy,Queens,HS,4.52320987654321,162
27Q324,Rockaway Park High School for Environmental Sustainability,Queens,HS,2.4794300518134715,193
28Q139,P.S. 139 Rego Park,Queens,EMS,3.228839285714286,112
27Q334,Epic High School - North,Queens,HS,3.1590277777777778,144
27Q351,Rockaway Collegiate High School,Queens,HS,2.2341884816753925,191
27Q362,Wave Preparatory Elementary School,Queens,EMS,3.7260550458715596,109
27Q377,P.S. 377,Queens,EC,1.76,2
27Q400,August Martin High School,Queens,HS,3.2523469387755104,196
27Q480,John Adams High School,Queens,HS,3.391990049751244,201
27Q650,"High School for Construction Trades, Engineering and Architecture",Queens,HS,4.243895348837209,172
28Q008,J.H.S. 008 Richard S. Grossley,Queens,EMS,2.9535632183908045,174
28Q040,P.S. 040 Samuel Huntington,Queens,EMS,3.3699090909090907,110
28Q048,David N. Dinkins School,Queens,EMS,3.542977099236641,131
28Q050,P.S. 050 Talfourd Lawn Elementary School,Queens,EMS,3.115076923076923,130
28Q054,P.S. 054 Hillside,Queens,EMS,2.781171875,128
28Q055,P.S. 055 Maure,Queens,EMS,2.973960396039604,101
28Q072,Catherine & Count Basie Middle School 72,Queens,EMS,2.649294117647059,170
28Q080,PS 80  The Thurgood Marshall Magnet School of Multimedia and Communication,Queens,EMS,2.894380165289256,121
28Q082,P.S. 082 Hammond,Queens,EMS,2.736268656716418,134
28Q086,P.S. Q086,Queens,EMS,3.175725806451613,124
28Q099,P.S. 099 Kew Gardens,Queens,EMS,3.56328125,128
28Q101,P.S. 101 School in the Gardens,Queens,EMS,3.720740740740741,81
28Q117,P.S. 117 J. Keld / Briarwood School,Queens,EMS,2.8427731092436974,119
28Q121,P.S. 121 Queens,Queens,EMS,3.6935616438356162,73
28Q140,P.S. 140 Edward K Ellington,Queens,EMS,3.393409090909091,88
28Q144,P.S. 144 Col Jeromus Remsen,Queens,EMS,3.4045454545454548,88
28Q157,J.H.S. 157 Stephen A. Halsey,Queens,EMS,3.8353896103896106,154
28Q157,J.H.S. 157 Stephen A. Halsey,Queens,HS,3.2225925925925925,27
28Q160,P.S. 160 Walter Francis Bishop,Queens,EMS,3.0021774193548385,124
28Q161,P.S. 161 Arthur Ashe School,Queens,EMS,3.2711428571428574,105
28Q167,Metropolitan Expeditionary Learning School,Queens,EMS,2.6032258064516127,155
28Q167,Metropolitan Expeditionary Learning School,Queens,HS,3.8788372093023256,172
28Q174,P.S. 174 William Sidney Mount,Queens,EMS,3.1345833333333335,96
28Q175,P.S. 175 The Lynn Gross Discovery School,Queens,EMS,2.9402830188679245,106
28Q182,P.S. 182 Samantha Smith,Queens,EMS,2.6084962406015038,133
28Q190,J.H.S. 190 Russell Sage,Queens,EMS,3.2646,150
28Q196,P.S. 196 Grand Central Parkway,Queens,EMS,4.407179487179487,78
28Q206,P.S. 206 The Horace Harding School,Queens,EMS,2.6691818181818183,110
28Q217,J.H.S. 217 Robert A. Van Wyck,Queens,EMS,3.3133526011560694,173
28Q220,P.S. 220 Edward Mandel,Queens,EMS,2.4622608695652173,115
28Q284,York Early College Academy,Queens,EMS,3.251450381679389,131
28Q284,York Early College Academy,Queens,HS,4.273544303797468,158
28Q287,The Emerson School,Queens,EMS,2.5260344827586207,174
28Q303,The Academy for Excellence through the Arts,Queens,EC,3.3642857142857143,7
28Q310,Queens Collegiate: A College Board School,Queens,EMS,3.3421250000000002,160
28Q310,Queens Collegiate: A College Board School,Queens,HS,3.1595789473684213,190
29Q109,Jean Nuzzi Intermediate School,Queens,EMS,2.9684242424242426,165
28Q325,Hillside Arts & Letters Academy,Queens,HS,3.91751269035533,197
28Q328,High School for Community Leadership,Queens,HS,4.365692307692308,195
28Q332,Redwood Middle School,Queens,EMS,3.214074074074074,162
28Q338,Queens Satellite High School for Opportunity,Queens,HST,2.549640287769784,139
28Q349,The Queens School for Leadership and Excellence,Queens,EC,2.9316666666666666,6
28Q350,Jamaica Gateway to the Sciences,Queens,HS,3.6153092783505154,194
28Q354,The Jermaine L. Green STEM Institute of Queens,Queens,EMS,2.893684210526316,114
28Q440,Forest Hills High School,Queens,HS,3.1972527472527474,182
28Q505,Hillcrest High School,Queens,HS,3.1176381909547737,199
28Q620,Thomas A. Edison Career and Technical Education High School,Queens,HS,3.6778857142857144,175
28Q680,Queens Gateway to Health Sciences Secondary School,Queens,EMS,4.033174603174603,126
28Q680,Queens Gateway to Health Sciences Secondary School,Queens,HS,4.100372670807453,161
28Q686,Queens Metropolitan High School,Queens,HS,3.5659139784946237,186
28Q687,Queens High School for the Sciences at York College,Queens,HS,4.726291390728477,151
28Q690,High School for Law Enforcement and Public Safety,Queens,HS,2.7238144329896907,194
28Q896,"Young Women's Leadership School, Queens",Queens,EMS,3.1133076923076923,130
28Q896,"Young Women's Leadership School, Queens",Queens,HS,4.053463687150838,179
29Q015,P.S. 015 Jackie Robinson,Queens,EMS,2.632909090909091,110
29Q033,P.S. 033 Edward M. Funk,Queens,EMS,2.6461475409836064,122
29Q035,P.S. 035 Nathaniel Woodhull,Queens,EMS,2.83625,128
29Q036,P.S. 036 Saint Albans School,Queens,EMS,2.4008620689655173,116
29Q037,Cynthia Jenkins School,Queens,EMS,2.291747572815534,103
29Q038,P.S. 038 Rosedale,Queens,EMS,3.0836781609195403,87
29Q052,P.S. 052 Queens,Queens,EMS,2.239349593495935,123
29Q059,I.S. 059 Springfield Gardens,Queens,EMS,2.9380701754385963,171
29Q095,P.S. 095 Eastwood,Queens,EMS,3.3605154639175256,97
29Q116,P.S./I.S. 116 William C. Hughley,Queens,EMS,2.785909090909091,176
29Q118,P.S. 118 Lorraine Hansberry,Queens,EMS,2.8810169491525426,118
29Q131,P.S. 131 Abigail Adams,Queens,EMS,3.6344954128440365,109
29Q132,P.S. 132 Ralph Bunche,Queens,EMS,3.218888888888889,99
29Q134,P.S. 134 Hollis,Queens,EMS,2.652416666666667,120
29Q135,The Bellaire School,Queens,EMS,2.60719696969697,132
29Q136,P.S. 136 Roy Wilkins,Queens,EMS,2.795185185185185,108
29Q138,P.S./M.S. 138 Sunrise,Queens,EMS,2.771717791411043,163
29Q147,P.S./M.S. 147 Ronald McNair,Queens,EMS,2.238963414634146,164
29Q156,P.S. 156 Laurelton,Queens,EMS,2.3464285714285715,84
29Q176,P.S. 176 Cambria Heights,Queens,EMS,3.151022727272727,88
29Q181,P.S. 181 Brookfield,Queens,EMS,3.4384375,96
29Q192,I.S. 192 The Linden,Queens,EMS,2.824782608695652,161
29Q195,P.S. 195 William Haberle,Queens,EMS,2.3933653846153846,104
29Q208,P.S./I.S. 208,Queens,EMS,2.837207792207792,154
29Q238,I.S. 238 - Susan B. Anthony Academy,Queens,EMS,2.721627906976744,172
29Q243,Institute for Health Professions at Cambria Heights,Queens,HS,3.7446875,128
29Q248,Queens Preparatory Academy,Queens,HS,2.94860103626943,193
29Q251,P.S. 251 Queens,Queens,EMS,2.8044000000000002,75
29Q259,Pathways College Preparatory School: A College Board School,Queens,EMS,3.1704666666666665,150
29Q259,Pathways College Preparatory School: A College Board School,Queens,HS,3.1744444444444446,189
29Q265,Excelsior Preparatory High School,Queens,HS,3.6559375,192
29Q326,Cambria Heights Academy,Queens,HS,3.445025906735751,193
29Q270,The Gordon Parks School,Queens,EMS,2.684527027027027,148
29Q272,George Washington Carver High School for the Sciences,Queens,HS,2.8827604166666667,192
29Q283,Preparatory Academy for Writers: A College Board School,Queens,EMS,3.477338129496403,139
29Q283,Preparatory Academy for Writers: A College Board School,Queens,HS,3.160769230769231,182
29Q289,Queens United Middle School,Queens,EMS,2.443973509933775,151
29Q313,Benjamin Franklin High School for Finance & Information Technology,Queens,HS,3.345068493150685,146
29Q327,Eagle Academy for Young Men III,Queens,EMS,2.9910191082802546,157
29Q327,Eagle Academy for Young Men III,Queens,HS,3.1148447204968943,161
29Q355,Collaborative Arts Middle School,Queens,EMS,2.5374233128834356,163
29Q356,Community Voices Middle School,Queens,EMS,2.8809638554216868,166
29Q360,P.S. 360,Queens,EC,3.5820000000000003,5
29Q492,"Mathematics, Science Research and Technology Magnet High School",Queens,HS,2.7324607329842934,191
30Q017,P.S. 017 Henry David Thoreau,Queens,EMS,3.151824817518248,137
29Q498,"Health, Arts, Robotics, and Technology High School",Queens,HS,3.193917525773196,194
30Q002,P.S. 002 Alfred Zimberg,Queens,EMS,3.4879310344827585,116
30Q010,I.S. 010 Horace Greeley,Queens,EMS,3.6444886363636364,176
30Q011,P.S. 011 Kathryn Phelan,Queens,EMS,3.318611111111111,144
30Q069,P.S. 069 Jackson Heights,Queens,EMS,3.2005309734513276,113
30Q070,P.S. 070,Queens,EMS,3.091904761904762,126
30Q076,P.S. 076 William Hallet,Queens,EMS,3.103970588235294,136
30Q084,P.S. 084 Steinway,Queens,EMS,3.1976842105263157,95
30Q092,P.S. 092 Harry T. Stewart Sr.,Queens,EMS,3.1381884057971017,138
30Q111,P.S. 111 Jacob Blackwell,Queens,EMS,2.4758857142857145,175
30Q122,P.S. 122 Mamie Fay,Queens,EMS,3.8791603053435115,131
30Q126,Albert Shanker School for Visual and Performing Arts,Queens,EMS,3.1750837988826817,179
30Q127,P.S. 127 Aerospace Science Magnet School,Queens,EMS,3.0144692737430168,179
30Q141,I.S. 141 The Steinway,Queens,EMS,3.66275641025641,156
30Q145,I.S. 145 Joseph Pulitzer,Queens,EMS,3.608888888888889,180
30Q148,P.S. 148 Queens,Queens,EMS,3.029485294117647,136
30Q149,P.S. 149 Christa McAuliffe,Queens,EMS,2.9503846153846154,130
30Q150,P.S. 150 Queens,Queens,EMS,3.531142857142857,105
30Q151,P.S. 151 Mary D. Carter,Queens,EMS,3.199044117647059,136
30Q152,P.S. 152 Gwendoline N. Alleyne School,Queens,EMS,3.61771186440678,118
30Q166,P.S. 166 Henry Gradstein,Queens,EMS,3.296788990825688,109
30Q171,P.S. 171 Peter G. Van Alst,Queens,EMS,2.644485294117647,136
30Q204,I.S. 204 Oliver W. Holmes,Queens,EMS,3.3251366120218577,183
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,Queens,EC,3.282857142857143,14
30Q227,I.S. 227 Louis Armstrong,Queens,EMS,4.255099337748344,151
30Q228,The Ivan Lafayette Early Childhood School of the Arts,Queens,EC,3.315,14
30Q230,I.S. 230,Queens,EMS,3.739631901840491,163
30Q258,Energy Tech High School,Queens,HS,3.9571428571428573,154
30Q280,PS280Q: Home of the Lionhearts,Queens,EMS,3.3048062015503876,129
30Q286,"Young Women's Leadership School, Astoria",Queens,EMS,3.842170542635659,129
30Q286,"Young Women's Leadership School, Astoria",Queens,HS,4.1587654320987655,162
30Q291,Hunters Point Community Middle School,Queens,EMS,3.850335570469799,149
30Q300,The 30th Avenue School (G&T Citywide),Queens,EMS,4.4533000000000005,100
30Q301,Academy for Careers in Television and Film,Queens,HS,4.416648044692738,179
30Q329,East Elmhurst Community School,Queens,EMS,3.0933333333333333,72
30Q361,The Woodside Community School,Queens,EC,4.1866666666666665,6
30Q445,William Cullen Bryant High School,Queens,HS,2.72735,200
30Q450,Long Island City High School,Queens,HS,2.472587064676617,201
30Q501,Frank Sinatra School of the Arts High School,Queens,HS,4.15921686746988,166
30Q502,Information Technology High School,Queens,HS,3.006919191919192,198
30Q555,ATLAS,Queens,HS,2.9926315789473685,190
