dbn,school_name,school_type,avg_metric_score,n_metric_rows
15K684,Millennium Brooklyn HS,High School,4.431677018633541,161
15K821,Sunset Park Prep,Middle,3.4098314606741575,178
15K839,M.S. 839,Middle,3.145,118
16K035,M.S. 035 Stephen Decatur,Middle,3.8869620253164556,158
16K057,Whitelaw Reid Academy of Arts and Business,Middle,3.096216216216216,148
16K267,"M.S. 267 Math, Science & Technology",Middle,3.738472222222222,144
16K455,Boys and Girls High School,High School,2.62,191
16K498,Brooklyn High School for Law and Technology,High School,2.7536410256410258,195
16K681,Madiba Prep Middle School,Middle,3.1002994011976046,167
16K688,The Brooklyn Academy of Global Finance,High School,2.9551630434782608,184
16K765,Nelson Mandela High School,High School,2.6230714285714285,140
17K002,Parkside Preparatory Academy,Middle,3.245195530726257,179
17K061,M.S. 061 Dr. Gladstone H. Atwell,Middle,2.703157894736842,171
17K122,Pathways in Technology Early College High School (P-Tech),High School,3.0531216931216933,189
17K246,M.S. 246 Walt Whitman,Middle,3.187868852459016,183
17K352,Ebbets Field Middle School,Middle,3.6556470588235292,170
17K353,Elijah Stroud Middle School,Middle,3.1761146496815287,157
17K354,The School of Integrated Learning,Middle,4.092634730538922,167
17K382,Academy for College Preparation and Career Exploration: A College Board School,Middle,2.8119135802469137,162
17K382,Academy for College Preparation and Career Exploration: A College Board School,High School,3.0115263157894736,190
17K408,Academy of Hospitality and Tourism,High School,3.088102564102564,195
17K484,Ronald Edmonds Learning Center II,Middle,3.8581481481481483,135
17K524,International High School at Prospect Heights,High School,3.471963190184049,163
17K528,The High School for Global Citizenship,High School,2.9982105263157894,190
17K531,"School for Human Rights, The",Middle,4.036153846153846,78
17K531,"School for Human Rights, The",High School,3.1796987951807227,166
17K537,High School for Youth and Community Development at Erasmus,High School,3.316887755102041,196
17K539,High School for Service & Learning at Erasmus,High School,3.251145833333333,192
17K543,"Science, Technology and Research Early College High School at Erasmus",Middle,4.022181818181818,110
17K543,"Science, Technology and Research Early College High School at Erasmus",High School,3.9250931677018635,161
17K546,High School for Public Service: Heroes of Tomorrow,High School,3.331264367816092,174
17K547,Brooklyn Academy of Science and the Environment,High School,3.238324607329843,191
17K548,Brooklyn School for Music & Theatre,High School,2.8214814814814817,189
17K590,Medgar Evers College Preparatory School,Middle,3.4398,100
17K590,Medgar Evers College Preparatory School,High School,3.4445061728395063,162
17K600,Clara Barton High School,High School,2.564191919191919,198
17K745,Brooklyn Institute for Liberal Arts,High School,3.8863333333333334,180
17K751,Academy for Health Careers,High School,2.617311827956989,186
18K068,I.S. 068 Isaac Bildersee,Middle,3.0384180790960453,177
18K211,I.S. 211 John Wilson,Middle,3.4652095808383234,167
18K285,I.S. 285 Meyer Levin,Middle,3.1653846153846152,169
18K366,The Science And Medicine Middle School,Middle,2.889030303030303,165
18K563,It Takes a Village Academy,High School,3.814949494949495,198
18K566,Brooklyn Community High School for Excellence and Equity,High School,2.881851851851852,189
18K567,Brooklyn Theatre Arts High School,High School,3.031968085106383,188
18K569,Kurt Hahn Expeditionary Learning School,High School,3.387777777777778,153
18K576,Victory Collegiate High School,High School,2.7974468085106383,188
18K581,"The Middle School of Media, Law and Fine Arts",Middle,3.340877192982456,171
18K588,Middle School for Art and Philosophy,Middle,3.125828220858896,163
18K617,High School for Innovation in Advertising and Media,High School,2.875958549222798,193
18K637,Academy for Conservation and the Environment,High School,3.4817708333333335,192
18K629,Cultural Academy for the Arts and Sciences,High School,3.0677894736842104,190
18K633,High School for Medical Professions,High School,2.93,188
18K642,Urban Action Academy,High School,2.4225257731958765,194
18K763,Brooklyn Science and Engineering Academy,Middle,3.5562337662337664,154
19K218,J.H.S. 218 James P. Sinnott,Middle,2.8491758241758243,182
19K292,J.H.S. 292 Margaret S. Douglas,Middle,2.97125,176
19K364,I.S. 364 Gateway,Middle,2.9559398496240603,133
19K404,Academy for Young Writers,Middle,2.6373611111111113,144
19K404,Academy for Young Writers,High School,2.9566315789473685,190
19K409,East New York Family Academy,Middle,3.175,150
19K409,East New York Family Academy,High School,3.1497326203208558,187
19K422,Spring Creek Community School,Middle,2.8939473684210526,152
19K422,Spring Creek Community School,High School,2.6384615384615384,117
19K452,Frederick Douglass Academy VIII Middle School,Middle,2.8128187919463086,149
19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,High School,2.8386458333333335,192
19K504,High School for Civil Rights,High School,2.659631901840491,163
22K425,James Madison High School,High School,3.0026395939086292,197
19K507,Performing Arts and Technology High School,High School,3.099476439790576,191
19K510,World Academy for Total Community Health High School,High School,2.7189528795811517,191
19K583,Multicultural High School,High School,3.2634090909090907,176
19K615,Transit Tech Career and Technical Education High School,High School,2.95520618556701,194
19K618,Academy of Innovative Technology,High School,3.500769230769231,195
19K639,Brooklyn Lab School,High School,2.916548223350254,197
19K654,Van Siclen Community Middle School,Middle,2.7808839779005523,181
19K659,Cypress Hills Collegiate Preparatory School,High School,3.6156852791878173,197
19K660,W. H. Maxwell Career and Technical Education High School,High School,3.174591836734694,196
19K661,Vista Academy,Middle,3.210813953488372,172
19K662,Liberty Avenue Middle School,Middle,3.0458045977011494,174
19K663,School of the Future Brooklyn,Middle,2.4437414965986393,147
19K678,East New York Middle School of Excellence,Middle,2.844235294117647,170
19K683,School for Classics High School,High School,2.955482233502538,197
23K668,Riverdale Avenue Middle School,Middle,3.155466666666667,150
19K760,Highland Park Community School,Middle,2.822530864197531,162
19K764,The Urban Assembly School for Collaborative Healthcare,High School,3.128085106382979,141
20K062,J.H.S. 062 Ditmas,Middle,3.1796648044692737,179
20K187,The Christa McAuliffe School\I.S. 187,Middle,4.38264,125
24Q061,I.S. 061 Leonardo Da Vinci,Middle,3.314180790960452,177
20K201,The Madeleine Brennan School,Middle,4.11025974025974,154
20K220,J.H.S. 220 John J. Pershing,Middle,3.8301648351648354,182
20K223,J.H.S. 223 The Montauk,Middle,3.4084393063583813,173
20K227,J.H.S. 227 Edward B. Shallow,Middle,3.2085795454545454,176
20K259,J.H.S. 259 William McKinley,Middle,3.999025974025974,154
20K445,New Utrecht High School,High School,2.7571573604060915,197
20K485,High School of Telecommunication Arts and Technology,High School,3.590520833333333,192
20K490,Fort Hamilton High School,High School,2.8565989847715736,197
20K505,Franklin Delano Roosevelt High School,High School,2.8463819095477385,199
20K609,Urban Assembly School for Leadership and Empowerment,Middle,3.733469387755102,147
20K609,Urban Assembly School for Leadership and Empowerment,High School,3.9961290322580645,186
21K096,I.S. 096 Seth Low,Middle,3.365586592178771,179
21K098,I.S. 98 Bay Academy,Middle,4.463577235772358,123
21K228,I.S. 228 David A. Boody,Middle,3.6301875,160
21K239,Mark Twain I.S. 239 for the Gifted & Talented,Middle,4.273,130
21K281,I.S. 281 Joseph B Cavallaro,Middle,3.493491124260355,169
21K303,I.S. 303 Herbert S. Eisenberg,Middle,3.3571084337349397,166
21K337,International High School at Lafayette,High School,3.2300621118012423,161
21K344,Rachel Carson High School for Coastal Studies,High School,3.2043298969072165,194
21K348,High School of Sports Management,High School,2.6813775510204083,196
21K410,Abraham Lincoln High School,High School,2.9311442786069652,201
21K468,Kingsborough Early College School,Middle,3.316748466257669,163
21K468,Kingsborough Early College School,High School,4.060994152046784,171
21K525,Edward R. Murrow High School,High School,2.68,193
21K559,Life Academy High School for Film and Music,High School,3.268263157894737,190
21K572,Leaders High School,High School,4.081528662420382,157
21K620,William E. Grady Career and Technical Education High School,High School,2.476122448979592,196
21K690,Brooklyn Studio Secondary School,Middle,3.407116564417178,163
21K690,Brooklyn Studio Secondary School,High School,3.003794871794872,195
22K014,J.H.S. 014 Shell Bank,Middle,3.1456896551724136,174
22K078,J.H.S. 078 Roy H. Mann,Middle,3.23859649122807,171
22K234,J.H.S. 234 Arthur W. Cunningham,Middle,3.5178064516129033,155
22K240,Andries Hudde,Middle,3.0121978021978024,182
22K278,J.H.S. 278 Marine Park,Middle,3.126898734177215,158
22K381,I. S. 381,Middle,3.396368715083799,179
22K405,Midwood High School,High School,3.5572832369942198,173
22K535,Leon M. Goldstein High School for the Sciences,High School,3.9822023809523808,168
22K555,Brooklyn College Academy,High School,4.20840490797546,163
22K611,Origins High School,High School,3.2933532934131735,167
22K890,M.S. 890,Middle,3.3051578947368423,95
23K363,Brownsville Collaborative Middle School,Middle,3.2162,150
23K392,I.S. 392,Middle,3.0795620437956206,137
23K493,Brooklyn Collegiate: A College Board School,High School,3.0977720207253885,193
23K514,Frederick Douglass Academy VII High School,High School,3.0123655913978493,186
23K518,Kappa V (Knowledge and Power Preparatory Academy),Middle,2.876323529411765,136
23K522,Mott Hall IV,Middle,2.7658389261744967,149
23K644,Eagle Academy for Young Men II,Middle,3.8437333333333332,150
23K644,Eagle Academy for Young Men II,High School,3.4050537634408604,186
23K664,Brooklyn Environmental Exploration School (BEES),Middle,3.0288079470198674,151
23K671,Mott Hall Bridges Academy,Middle,3.202784810126582,158
23K697,Teachers Preparatory High School,Middle,2.883142857142857,70
23K697,Teachers Preparatory High School,High School,2.5295811518324607,191
24Q005,I.S. 5 - The Walter Crowley Intermediate School,Middle,3.374245810055866,179
08X125,J.H.S. 125 Henry Hudson,Middle,3.0881012658227847,79
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Middle,3.7443243243243245,185
24Q077,Joseph F. Quinn Intermediate School 77,Middle,2.9397814207650272,183
24Q125,I.S. 125 Thom J. McCann Woodside,Middle,3.1085405405405404,185
24Q236,International High School for Health Sciences,High School,2.988294573643411,129
24Q264,Academy of Finance and Enterprise,High School,3.987528735632184,174
24Q267,High School of Applied Communication,High School,3.236875,192
24Q293,Civic Leadership Academy,High School,3.8303763440860217,186
24Q296,Pan American International High School,High School,4.130123456790123,162
24Q299,Bard High School Early College Queens,High School,4.384478527607362,163
24Q311,Corona Arts & Sciences Academy,Middle,2.830919540229885,174
24Q455,Newtown High School,High School,2.9961194029850744,201
24Q485,Grover Cleveland High School,High School,2.500049751243781,201
24Q520,Middle College High School at LaGuardia Community College,High School,3.59421768707483,147
24Q530,International High School at LaGuardia Community College,High School,4.141513157894737,152
24Q550,High School for Arts and Business,High School,4.028298969072165,194
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Middle,4.1248,125
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",High School,3.5651685393258425,178
24Q585,Maspeth High School,High School,4.193705882352941,170
24Q600,Queens Technical High School,High School,2.7728645833333334,192
24Q610,Aviation Career & Technical Education High School,High School,4.1893142857142855,175
25Q025,I.S. 025 Adrien Block,Middle,3.718238993710692,159
25Q185,J.H.S. 185 Edward Bleeker,Middle,3.727025316455696,158
25Q189,J.H.S. 189 Daniel Carter Beard,Middle,3.2272560975609754,164
25Q237,I.S. 237,Middle,3.4286875,160
25Q240,Veritas Academy,High School,2.9525748502994014,167
25Q241,Queens High School for Language Studies,High School,4.365032679738563,153
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,Middle,2.7905714285714285,175
25Q252,"Queens School of Inquiry, The",Middle,2.914888888888889,135
25Q252,"Queens School of Inquiry, The",High School,3.8446341463414635,164
25Q263,Flushing International High School,High School,3.2600613496932516,163
25Q281,East-West School of International Studies,Middle,4.08237037037037,135
25Q281,East-West School of International Studies,High School,4.080346820809249,173
25Q285,World Journalism Preparatory: A College Board School,Middle,3.629922480620155,129
25Q285,World Journalism Preparatory: A College Board School,High School,3.936845238095238,168
25Q294,BELL Academy,Middle,4.3026356589147285,129
25Q425,John Bowne High School,High School,2.8401990049751245,201
25Q460,Flushing High School,High School,2.590746268656716,201
25Q525,Townsend Harris High School,High School,4.679938650306749,163
25Q670,Robert F. Kennedy Community High School,High School,3.282690355329949,197
26Q067,J.H.S. 067 Louis Pasteur,Middle,4.21046511627907,129
26Q074,J.H.S. 074 Nathaniel Hawthorne,Middle,4.020344827586207,145
26Q158,M.S. 158 Marie Curie,Middle,3.8707801418439716,141
26Q172,Irwin Altman Middle School 172,Middle,3.758724832214765,149
26Q216,J.H.S. 216 George J. Ryan,Middle,4.2416883116883115,154
26Q315,Business Technology Early College High School,High School,3.7862411347517733,141
26Q430,Francis Lewis High School,High School,3.434696132596685,181
26Q435,Martin Van Buren High School,High School,2.78185,200
26Q495,Bayside High School,High School,4.096553672316384,177
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",High School,3.239572192513369,187
27Q053,M.S. 053 Brian Piccolo,Middle,3.325287356321839,174
27Q137,M.S. 137 America's School of Heroes,Middle,3.470731707317073,164
27Q202,J.H.S. 202 Robert H. Goddard,Middle,3.132469135802469,162
27Q226,J.H.S. 226 Virgil I. Grissom,Middle,2.5934682080924856,173
27Q260,Frederick Douglass Academy VI High School,High School,2.3939086294416243,197
27Q262,Channel View School for Research,Middle,2.975821917808219,146
27Q262,Channel View School for Research,High School,3.7200520833333335,192
27Q282,Knowledge and Power Preparatory Academy VI,Middle,3.827283950617284,162
27Q297,Hawtree Creek Middle School,Middle,3.3575925925925927,162
27Q302,"Queens High School for Information, Research, and Technology",High School,3.7749,200
27Q308,Robert H. Goddard High School of Communication Arts and Technology,High School,3.863081081081081,185
27Q309,Academy of Medical Technology: A College Board School,Middle,2.80396449704142,169
27Q309,Academy of Medical Technology: A College Board School,High School,2.6317766497461927,197
27Q318,Waterside School For Leadership,Middle,3.3665644171779143,163
27Q319,Village Academy,Middle,3.743296089385475,179
27Q323,Scholars' Academy,Middle,4.424358974358975,117
27Q323,Scholars' Academy,High School,4.52320987654321,162
27Q324,Rockaway Park High School for Environmental Sustainability,High School,2.4794300518134715,193
27Q334,Epic High School - North,High School,3.1590277777777778,144
27Q351,Rockaway Collegiate High School,High School,2.2341884816753925,191
27Q400,August Martin High School,High School,3.2523469387755104,196
27Q480,John Adams High School,High School,3.391990049751244,201
27Q650,"High School for Construction Trades, Engineering and Architecture",High School,4.243895348837209,172
28Q008,J.H.S. 008 Richard S. Grossley,Middle,2.9535632183908045,174
28Q072,Catherine & Count Basie Middle School 72,Middle,2.649294117647059,170
28Q157,J.H.S. 157 Stephen A. Halsey,Middle,3.8353896103896106,154
28Q157,J.H.S. 157 Stephen A. Halsey,High School,3.2225925925925925,27
28Q167,Metropolitan Expeditionary Learning School,Middle,2.6032258064516127,155
28Q167,Metropolitan Expeditionary Learning School,High School,3.8788372093023256,172
28Q190,J.H.S. 190 Russell Sage,Middle,3.2646,150
28Q217,J.H.S. 217 Robert A. Van Wyck,Middle,3.3133526011560694,173
28Q284,York Early College Academy,Middle,3.251450381679389,131
28Q284,York Early College Academy,High School,4.273544303797468,158
28Q287,The Emerson School,Middle,2.5260344827586207,174
28Q310,Queens Collegiate: A College Board School,Middle,3.3421250000000002,160
28Q310,Queens Collegiate: A College Board School,High School,3.1595789473684213,190
29Q109,Jean Nuzzi Intermediate School,Middle,2.9684242424242426,165
28Q325,Hillside Arts & Letters Academy,High School,3.91751269035533,197
28Q328,High School for Community Leadership,High School,4.365692307692308,195
28Q332,Redwood Middle School,Middle,3.214074074074074,162
28Q350,Jamaica Gateway to the Sciences,High School,3.6153092783505154,194
28Q440,Forest Hills High School,High School,3.1972527472527474,182
28Q505,Hillcrest High School,High School,3.1176381909547737,199
28Q620,Thomas A. Edison Career and Technical Education High School,High School,3.6778857142857144,175
28Q680,Queens Gateway to Health Sciences Secondary School,Middle,4.033174603174603,126
28Q680,Queens Gateway to Health Sciences Secondary School,High School,4.100372670807453,161
28Q686,Queens Metropolitan High School,High School,3.5659139784946237,186
28Q687,Queens High School for the Sciences at York College,High School,4.726291390728477,151
28Q690,High School for Law Enforcement and Public Safety,High School,2.7238144329896907,194
28Q896,"Young Women's Leadership School, Queens",Middle,3.1133076923076923,130
28Q896,"Young Women's Leadership School, Queens",High School,4.053463687150838,179
29Q059,I.S. 059 Springfield Gardens,Middle,2.9380701754385963,171
29Q192,I.S. 192 The Linden,Middle,2.824782608695652,161
29Q238,I.S. 238 - Susan B. Anthony Academy,Middle,2.721627906976744,172
29Q243,Institute for Health Professions at Cambria Heights,High School,3.7446875,128
29Q248,Queens Preparatory Academy,High School,2.94860103626943,193
29Q259,Pathways College Preparatory School: A College Board School,Middle,3.1704666666666665,150
29Q259,Pathways College Preparatory School: A College Board School,High School,3.1744444444444446,189
29Q265,Excelsior Preparatory High School,High School,3.6559375,192
29Q326,Cambria Heights Academy,High School,3.445025906735751,193
29Q272,George Washington Carver High School for the Sciences,High School,2.8827604166666667,192
29Q283,Preparatory Academy for Writers: A College Board School,Middle,3.477338129496403,139
29Q283,Preparatory Academy for Writers: A College Board School,High School,3.160769230769231,182
29Q289,Queens United Middle School,Middle,2.443973509933775,151
29Q313,Benjamin Franklin High School for Finance & Information Technology,High School,3.345068493150685,146
29Q327,Eagle Academy for Young Men III,Middle,2.9910191082802546,157
29Q327,Eagle Academy for Young Men III,High School,3.1148447204968943,161
29Q355,Collaborative Arts Middle School,Middle,2.5374233128834356,163
29Q356,Community Voices Middle School,Middle,2.8809638554216868,166
29Q492,"Mathematics, Science Research and Technology Magnet High School",High School,2.7324607329842934,191
29Q498,"Health, Arts, Robotics, and Technology High School",High School,3.193917525773196,194
30Q010,I.S. 010 Horace Greeley,Middle,3.6444886363636364,176
30Q126,Albert Shanker School for Visual and Performing Arts,Middle,3.1750837988826817,179
30Q141,I.S. 141 The Steinway,Middle,3.66275641025641,156
30Q145,I.S. 145 Joseph Pulitzer,Middle,3.608888888888889,180
30Q204,I.S. 204 Oliver W. Holmes,Middle,3.3251366120218577,183
30Q227,I.S. 227 Louis Armstrong,Middle,4.255099337748344,151
30Q230,I.S. 230,Middle,3.739631901840491,163
30Q258,Energy Tech High School,High School,3.9571428571428573,154
30Q286,"Young Women's Leadership School, Astoria",Middle,3.842170542635659,129
30Q286,"Young Women's Leadership School, Astoria",High School,4.1587654320987655,162
30Q291,Hunters Point Community Middle School,Middle,3.850335570469799,149
30Q301,Academy for Careers in Television and Film,High School,4.416648044692738,179
30Q445,William Cullen Bryant High School,High School,2.72735,200
30Q450,Long Island City High School,High School,2.472587064676617,201
30Q501,Frank Sinatra School of the Arts High School,High School,4.15921686746988,166
30Q502,Information Technology High School,High School,3.006919191919192,198
30Q555,ATLAS,High School,2.9926315789473685,190
30Q575,Academy of American Studies,High School,3.8980701754385967,171
30Q580,Baccalaureate School for Global Education,Middle,4.751777777777778,90
30Q580,Baccalaureate School for Global Education,High School,4.45559748427673,159
31R002,I.S. R002 George L. Egbert,Middle,2.782,170
31R007,I.S. 007 Elias Bernstein,Middle,3.928796992481203,133
31R024,I.S. 024 Myra S. Barnes,Middle,3.3461744966442954,149
31R027,I.S. 027 Anning S. Prall,Middle,2.9583529411764706,170
31R028,The Eagle Academy for Young Men of Staten Island,Middle,3.182969696969697,165
31R028,The Eagle Academy for Young Men of Staten Island,High School,2.9864864864864864,74
31R047,CSI High School for International Studies,High School,4.491077844311377,167
31R051,I.S. 051 Edwin Markham,Middle,2.7461849710982658,173
31R061,I.S. 061 William A Morris,Middle,2.673611111111111,180
31R063,Marsh Avenue School for Expeditionary Learning,Middle,3.4968115942028986,138
31R064,Gaynor McCown Expeditionary Learning School,High School,3.5681714285714285,175
31R445,Port Richmond High School,High School,2.7376142131979697,197
31R072,I.S. 072 Rocco Laurie,Middle,3.205398773006135,163
31R075,I.S. 075 Frank D. Paulo,Middle,3.7752597402597403,154
31R080,The Michael J. Petrides School,High School,3.1944827586206896,174
31R450,Curtis High School,High School,2.7778680203045685,197
31R455,Tottenville High School,High School,3.2940449438202246,178
31R460,Susan E. Wagner High School,High School,3.146217616580311,193
31R600,Ralph R. McKee Career and Technical Education High School,High School,2.8688205128205126,195
31R605,Staten Island Technical High School,High School,4.66,158
32K162,J.H.S. 162 The Willoughby,Middle,3.39,182
32K168,The Brooklyn School for Math and Research,High School,3.874891304347826,184
32K291,J.H.S. 291 Roland Hayes,Middle,2.956132596685083,181
32K347,I.S. 347 School of Humanities,Middle,2.676936416184971,173
32K349,"I.S. 349 Math, Science & Tech.",Middle,2.9828,175
32K383,J.H.S. 383 Philippa Schuyler,Middle,2.8649358974358976,156
32K403,Academy for Excellence in Leadership,High School,3.2773469387755103,196
32K545,EBC High School for Public Service - Bushwick,High School,3.1303482587064675,201
32K549,The Brooklyn School for Social Justice,High School,3.068223350253807,197
32K552,The Academy of Urban Planning and Engineering,High School,3.592828282828283,198
32K554,All City Leadership Secondary School,Middle,4.225046728971963,107
32K554,All City Leadership Secondary School,High School,4.150416666666667,168
32K556,Bushwick Leaders High School for Academic Excellence,High School,2.90255,200
32K562,Evergreen Middle School for Urban Exploration,Middle,3.0672131147540984,183
84K355,Uncommon Williamsburg Charter School NYC,Middle,4.012992700729927,137
84K356,Achievement First Crown Heights Charter School,High School,2.842077922077922,154
84K357,KIPP AMP Charter School,High School,3.681869158878505,107
84K358,Achievement First East New York Charter School,High School,2.7675423728813557,118
84K359,The Uft Charter School,High School,3.0770909090909093,110
84K360,Launch Expeditionary Learning Charter School,Middle,3.2020833333333334,144
84K473,Williamsburg Charter High School,High School,2.4733516483516484,182
84K517,Uncommon Bed-Stuy West Charter School NYC,High School,2.6588990825688072,109
84K608,Kings Collegiate Charter School,Middle,4.140625,80
84K608,Uncommon Kings Charter School NYC,High School,2.688591549295775,71
84K626,Achievement First Brownsville Charter School,High School,2.4051785714285714,56
84K648,Uncommon Bed-Stuy East Charter School NYC,Middle,3.8781632653061227,147
84K652,Brooklyn Ascend Charter School,High School,2.5507619047619046,105
84K693,Northside Charter High School,High School,2.8028323699421964,173
84K707,Brooklyn Prospect Charter School - CSD 15,Middle,4.017460317460317,63
84K707,Brooklyn Prospect Charter School,High School,3.077311827956989,93
84K710,Brownsville Collegiate Charter School,Middle,3.521881188118812,101
84K712,Uncommon Excellence Girls Charter School NYC,High School,2.6701941747572815,103
84K730,Summit Academy Charter School,Middle,3.442076923076923,130
84K730,Summit Academy Charter School,High School,2.658193548387097,155
84K733,"Math, Engineering, and Science Academy Charter High School",High School,3.845675675675676,148
84K738,United Charter High School for Advanced Math and Science lll,High School,3.6213548387096774,155
84K739,New Visions Charter High School for the Humanities III,High School,2.744901960784314,102
84K744,Coney Island Preparatory Public Charter School,High School,3.4285616438356166,146
84K757,Unity Preparatory Charter School of Brooklyn,Middle,3.317798742138365,159
84K757,Unity Preparatory Charter School of Brooklyn,High School,3.008888888888889,90
84K758,Brooklyn Urban Garden Charter School,Middle,3.608167938931298,131
84K775,Uncommon Brownsville North Charter School NYC,High School,2.8617391304347826,92
84K777,Ocean Hill Collegiate Charter School,Middle,3.73,81
84K780,Brooklyn East Collegiate Charter School,Middle,3.8965384615384617,78
84K803,Brooklyn Laboratory Charter School,Middle,3.4732978723404253,94
84K803,Brooklyn Laboratory Charter School,High School,2.1112307692307692,65
84K807,Collegiate Academy for Mathematics and Personal Awareness Charter School,Middle,3.2002941176470587,68
84K876,Achievement First Voyager Charter School,Middle,3.783837209302326,86
84K892,Brooklyn Emerging Leaders Academy Charter School,High School,2.8114285714285714,56
84M065,Democracy Prep Endurance Charter School,Middle,3.9097938144329896,97
84M065,Democracy Preparatory Endurance Charter School,High School,2.813037974683544,79
84M068,KIPP Washington Heights Middle School,High School,3.188695652173913,23
84M202,Great Oaks Kathleen Sherry Charter School,Middle,3.3285496183206105,131
84M204,Capital Preparatory Harlem Charter School,Middle,2.671948051948052,77
84M263,New York City Charter School of the Arts,Middle,2.8989230769230767,65
84M279,Opportunity Charter School,Middle,2.4205917159763315,169
84M279,Opportunity Charter School,High School,3.2419786096256686,187
84M284,Harlem Children's Zone Promise Academy Charter School,High School,3.823664596273292,161
84M295,School in the Square Public Charter School,Middle,3.318142857142857,70
84M335,Harlem Village Academy East Charter School,High School,3.2482300884955753,113
84M336,KIPP Infinity Charter School,High School,3.2502521008403362,119
84M341,Harlem Children's Zone Promise Academy II Charter School,High School,3.4723076923076923,130
84M350,Democracy Preparatory Charter School,Middle,3.79873417721519,158
84M350,Democracy Preparatory Charter School,High School,2.928944099378882,161
84M351,Success Academy Charter School - Harlem 1,High School,2.607719298245614,57
84M353,New Heights Academy Charter School,Middle,3.549345238095238,168
84M353,New Heights Academy Charter School,High School,3.7134615384615386,182
84M382,DREAM Charter School,High School,3.7142857142857144,42
84M385,Success Academy Charter School - Harlem 3,High School,2.652,5
84M388,St. HOPE Leadership Academy Charter School,Middle,3.450359281437126,167
84M430,The Equity Project Charter School (TEP),Middle,3.9205,100
84M433,Innovation Charter High School,High School,2.6259459459459458,185
84M478,Inwood Academy for Leadership Charter School,Middle,3.30463687150838,179
84M478,Inwood Academy for Leadership Charter School,High School,2.8029770992366414,131
84M481,Democracy Preparatory Harlem Charter School,High School,2.872323943661972,142
84M522,Broome Street Academy Charter High School,High School,2.2383823529411764,136
84M708,Harlem Prep Charter School,High School,2.5591954022988506,87
84Q705,Renaissance Charter School,High School,3.5515822784810127,158
84M709,Harlem Village Academy North Charter School,High School,3.3203252032520325,123
84M726,KIPP STAR College Prep Charter School,High School,3.8242727272727275,110
84Q083,Central Queens Academy Charter School,Middle,4.094301075268818,93
84Q298,Middle Village Preparatory Charter School,Middle,3.8534188034188035,117
84Q320,United Charter High School for Advanced Math and Science lV,High School,3.1453271028037384,107
84Q373,United Charter High School for the Humanities lV,High School,3.0042253521126763,71
84Q380,Forte Preparatory Academy Charter School,Middle,4.155121951219512,82
84R067,John W. Lavelle Preparatory Charter School,High School,3.6485416666666666,144
84R073,New World Preparatory Charter School,Middle,3.7367,100
84X177,Mott Hall Charter School,Middle,2.87722972972973,148
84X185,Pharos Academy Charter School,High School,3.376687898089172,157
84X202,United Charter High School for Advanced Math and Science ll,High School,4.155,178
84X208,United Charter High School for the Humanities II,High School,2.9678531073446326,177
84X345,Leaders In Our Neighborhood Charter School,High School,3.2083243243243245,185
84X347,International Leadership Charter High School,High School,3.334093567251462,171
84X393,University Prep Charter High School,High School,4.2480769230769235,182
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries",High School,4.028148148148148,189
84X429,Charter High School for Law and Social Justice,High School,2.363510638297872,94
84X460,Atmosphere Academy Public Charter School,Middle,3.644,130
84X461,Nuasin Next Generation Charter School,High School,2.480967741935484,62
84X471,American Dream Charter School,Middle,3.1855,140
84X471,American Dream Charter School,High School,3.734769230769231,65
84X482,Dr. Richard Izquierdo Health and Science Charter School,Middle,2.7775,148
84X482,Dr. Richard Izquierdo Health and Science Charter School,High School,3.596418918918919,148
84X488,The Equality Charter School,Middle,3.1951677852348994,149
84X488,The Equality Charter School,High School,3.0299290780141845,141
84X492,South Bronx Early College Academy Charter School,Middle,2.7696268656716416,134
84X539,United Charter High School for Advanced Math and Science,High School,3.2392265193370164,181
84X553,United Charter High School for the Humanities,High School,3.472994350282486,177
84X581,South Bronx Community Charter High School,High School,2.1205555555555557,72
84X585,Legacy College Preparatory Charter School,Middle,3.2298936170212764,94
84X703,Bronx Preparatory Charter School,Middle,3.5123493975903615,166
84X703,Bronx Preparatory Charter School,High School,3.2651381215469613,181
84X704,KIPP Academy Charter School,High School,3.724296296296296,135
01M301,"Technology, Arts, and Sciences Studio",Middle,3.0386567164179104,67
12X384,Entrada Academy,Middle,2.606875,80
02M655,Life Sciences Secondary School,Middle,2.7925757575757575,66
04M406,Global Technology Preparatory,Middle,3.309189189189189,74
04M409,Coalition School for Social Change,High School,2.843777777777778,90
05M302,KAPPA IV,Middle,2.328101265822785,79
05M367,Academy for Social Action,High School,2.0325,88
06M218,I.S. 218 Salome Urena,Middle,3.088227848101266,79
07X547,New Explorers High School,High School,1.921304347826087,92
08X332,Holcombe L. Rucker School of Community Research,High School,2.956043956043956,91
08X519,Felisa Rincon de Gautier Institute for Law and Pub,High School,1.933956043956044,91
09X325,Urban Science Academy,Middle,2.3035443037974686,79
12X372,Urban Assembly School for Wildlife Conservation,Middle,2.6222222222222222,81
