dbn,school_name,borough,avg_metric_score,n_metric_rows
09X114,P.S. X114 - Luis Llorens Torres Schools,Bronx,2.376642857142857,140
09X117,I.S. 117 Joseph H. Wade,Bronx,2.8652747252747255,182
09X126,P.S. 126 Dr Marjorie H Dunbar,Bronx,2.9786923076923078,130
09X128,Mott Hall III,Bronx,3.5255151515151515,165
09X132,P.S. 132 Garret A. Morgan,Bronx,2.716417910447761,134
09X163,P.S. 163 Arthur A. Schomburg,Bronx,2.9773387096774195,124
09X170,P.S. 170,Bronx,2.9385714285714286,14
09X199,P.S. 199X - The Shakespeare School,Bronx,2.894812030075188,133
09X204,P.S. 204 Morris Heights,Bronx,4.16463768115942,138
09X215,Kappa,Bronx,3.2697752808988763,178
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,Bronx,2.9604790419161677,167
09X219,I.S. 219 New Venture School,Bronx,2.9153107344632767,177
09X227,Bronx Collegiate Academy,Bronx,3.0755837563451776,197
09X229,I.S. 229 Roland Patterson,Bronx,2.880965909090909,176
09X231,Eagle Academy for Young Men,Bronx,3.167694524495677,347
09X232,I.S. 232,Bronx,3.2037158469945357,183
09X236,P.S. 236 Langston Hughes,Bronx,3.0072972972972973,111
09X241,"Urban Assembly School for Applied Math and Science, The",Bronx,3.057008086253369,371
09X250,Eximius College Preparatory Academy: A College Board School,Bronx,3.6384895833333335,192
09X252,Mott Hall Bronx High School,Bronx,3.2885786802030457,197
09X260,Bronx Center for Science and Mathematics,Bronx,3.9360655737704917,183
09X263,Validus Preparatory Academy,Bronx,2.461269035532995,197
09X274,The New American Academy at Roberto Clemente State Park,Bronx,2.3452100840336136,119
09X294,The Walton Avenue School,Bronx,3.5393137254901963,102
09X297,Morris Academy for Collaborative Studies,Bronx,3.350251256281407,199
09X303,I.S. X303 Leadership & Community Service,Bronx,3.66448275862069,174
09X311,Lucero Elementary School,Bronx,2.9535416666666667,96
09X313,I.S. 313 School of Leadership Development,Bronx,2.63698224852071,169
09X323,Bronx Writing Academy,Bronx,3.093224043715847,183
09X324,Bronx Early College Academy for Teaching & Learning,Bronx,3.252556818181818,352
09X327,Comprehensive Model School Project M.S. 327,Bronx,3.3934463276836158,354
09X328,New Millennium Bronx Academy of the Arts,Bronx,2.928820224719101,178
09X329,DreamYard Preparatory School,Bronx,3.1075634517766497,197
09X350,New Directions Secondary School,Bronx,2.3471065989847717,197
09X361,The Highbridge Green School,Bronx,3.278820224719101,178
09X365,Academy for Language and Technology,Bronx,4.499274611398964,193
09X403,Bronx International High School,Bronx,3.6694805194805196,154
09X404,School for Excellence,Bronx,2.717058823529412,170
09X412,Bronx High School of Business,Bronx,2.5269035532994923,197
09X413,Bronx High School for Medical Science,Bronx,3.328988095238095,336
09X443,The Family School,Bronx,3.6085925925925926,135
09X449,Grant Avenue Elementary School,Bronx,3.0980882352941177,136
09X454,Science and Technology Academy: A Mott Hall School,Bronx,4.2584153005464485,183
09X457,Sheridan Academy for Young Leaders,Bronx,2.847669172932331,133
09X505,"Bronx School for Law, Government and Justice",Bronx,3.204010989010989,364
09X517,Frederick Douglass Academy III Secondary School,Bronx,3.2315736040609138,197
09X525,Bronx Leadership Academy High School,Bronx,2.6688059701492537,201
09X543,High School for Violin and Dance,Bronx,2.6578534031413614,191
10X086,P.S. 086 Kingsbridge Heights,Bronx,3.160805369127517,149
09X555,Mount Eden Children's Academy,Bronx,3.217623762376238,101
09X564,Claremont International HS,Bronx,3.4192763157894737,152
09X568,Young Women's Leadership School of the Bronx,Bronx,3.2963178294573643,258
10X003,P.S. 3 Raul Julia Micro Society,Bronx,3.384831460674157,178
10X007,Milton Fein School,Bronx,3.3582758620689654,116
10X008,P.S. 008 Isaac Varian,Bronx,3.0119444444444445,144
10X009,P.S. 9 Ryer Avenue Elementary School,Bronx,3.0224647887323943,142
10X015,P.S. X015 Institute for Environmental Learning,Bronx,3.3366867469879518,166
10X020,"PS/MS 20 P.O.George J. Werdann, III",Bronx,2.8203351955307263,179
10X023,P.S. 023 The New Children's School,Bronx,2.561159420289855,138
10X024,P.S. 024 Spuyten Duyvil,Bronx,3.783012048192771,83
10X032,P.S. 032 Belmont,Bronx,2.728380281690141,142
10X033,P.S. 033 Timothy Dwight,Bronx,2.9189583333333333,144
10X037,P.S. X037 - Multiple Intelligence School,Bronx,3.0523728813559323,177
10X045,Thomas C. Giordano Middle School 45,Bronx,2.897955801104972,181
10X046,P.S. 046 Edgar Allan Poe,Bronx,2.406875,144
10X051,The Bronx STEM and Arts Academy,Bronx,2.3466233766233766,77
10X054,P.S./I.S. 54,Bronx,2.535267175572519,131
10X056,P.S. 056 Norwood Heights,Bronx,3.0141666666666667,144
10X059,P.S. 059 The Community School of Technology,Bronx,2.5415972222222223,144
10X080,J.H.S. 080 The Mosholu Parkway,Bronx,3.3866120218579234,183
10X081,P.S. 081 Robert J. Christen,Bronx,3.747317073170732,82
10X085,P.S. 085 Great Expectations,Bronx,2.451736111111111,144
10X091,P.S. 091 Bronx,Bronx,2.818985507246377,138
10X094,P.S. 094 Kings College School,Bronx,2.2147058823529413,136
10X095,P.S. 095 Sheila Mencher,Bronx,3.0229508196721313,183
10X118,J.H.S. 118 William W. Niles,Bronx,2.732896174863388,183
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Bronx,3.2960344827586208,348
10X159,P.S. 159 Luis Munoz Marin Biling,Bronx,2.9645714285714284,105
10X205,P.S. 205 Fiorello LaGuardia,Bronx,2.9577142857142857,140
10X206,I.S. 206 Ann Mersereau,Bronx,3.0326285714285715,175
10X207,P.S. 207,Bronx,2.9335714285714287,56
10X209,P.S. 209,Bronx,2.995,14
10X213,Bronx Engineering and Technology Academy,Bronx,2.8924747474747474,198
10X225,Theatre Arts Production Company School,Bronx,2.966401179941003,339
10X226,P.S. 226,Bronx,3.2145669291338583,127
10X228,Jonas Bronck Academy,Bronx,3.3355681818181817,176
10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions",Bronx,2.5164583333333335,192
10X243,West Bronx Academy for the Future,Bronx,2.9124603174603174,378
10X244,The New School for Leadership and Journalism,Bronx,3.8526519337016576,181
10X246,P.S. 246 Poe Center,Bronx,2.380571428571429,140
10X254,I.S. 254,Bronx,3.1488524590163935,183
10X264,Bronx Academy for Software Engineering (BASE),Bronx,2.9946987951807227,166
10X268,Kingsbridge International High School,Bronx,2.27752688172043,186
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,3.452914285714286,175
10X280,P.S./M.S. 280 Mosholu Parkway,Bronx,3.3560893854748604,179
10X284,Bronx School of Law and Finance,Bronx,2.899597989949749,199
10X291,P.S. 291,Bronx,3.156044776119403,134
10X306,P.S. 306,Bronx,2.643712121212121,132
10X307,Luisa Pineiro Fuentes School of Science and Discovery,Bronx,2.6350980392156864,102
10X308,Bronx Dance Academy School,Bronx,3.8544444444444443,171
10X310,P.S. 310 Marble Hill,Bronx,2.868235294117647,136
10X315,P.S. 315 Lab School,Bronx,2.9594545454545456,165
10X319,Providing Urban Learners Success In Education High School,Bronx,2.636949152542373,177
10X331,The Bronx School of Young Leaders,Bronx,3.0053757225433526,173
10X340,P.S. 340,Bronx,3.021897810218978,137
10X342,International School for Liberal Arts,Bronx,3.124753623188406,345
10X344,Ampark Neighborhood,Bronx,2.8945833333333333,96
10X351,Bronx Collaborative High School,Bronx,2.7960992907801416,141
10X353,World View High School,Bronx,4.11906432748538,171
10X360,P.S. 360,Bronx,2.621328125,128
10X363,Academy For Personal Leadership And Excellence,Bronx,3.1772677595628416,183
10X368,In-Tech Academy (M.S. / High School 368),Bronx,3.0573458445040216,373
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),Bronx,3.9226903553299493,197
10X382,"Elementary School for Math, Science, and Technology",Bronx,2.3496296296296295,108
10X386,School for Environmental Citizenship,Bronx,2.6253076923076923,130
10X390,M.S. 390,Bronx,3.0833333333333335,177
10X391,The Angelo Patri Middle School,Bronx,2.6923497267759564,183
10X396,P.S. 396,Bronx,3.1168992248062017,129
10X397,English Language Learners and International Support Preparatory Academy (ELLIS),Bronx,3.6401785714285713,112
10X433,High School for Teaching and the Professions,Bronx,3.155707070707071,198
10X434,Belmont Preparatory High School,Bronx,3.578941798941799,189
10X437,Fordham High School for the Arts,Bronx,4.211720430107527,186
10X438,Fordham Leadership Academy,Bronx,3.440502512562814,199
10X439,Bronx High School for Law and Community Service,Bronx,3.860964467005076,197
10X440,DeWitt Clinton High School,Bronx,2.835323383084577,201
10X442,"Celia Cruz Bronx High School of Music, The",Bronx,3.9388172043010754,186
10X445,The Bronx High School of Science,Bronx,4.789,160
10X447,Creston Academy,Bronx,3.705142857142857,175
10X459,East Fordham Academy for the Arts,Bronx,2.5387962962962964,108
10X477,Marble Hill High School for International Studies,Bronx,4.452886597938145,194
10X503,Walton Yabc,Bronx,3.120430107526882,93
10X504,Kennedy Yabc,Bronx,2.2716129032258063,93
10X524,Crotona International High School,Bronx,3.111948051948052,154
10X546,Bronx Theatre High School,Bronx,2.883937823834197,193
10X549,Discovery High School,Bronx,4.031557788944724,199
10X565,High School for Energy and Technology,Bronx,3.2804918032786885,183
10X668,Dewitt Clinton Campus YABC,Bronx,3.08955223880597,67
10X696,High School of American Studies at Lehman College,Bronx,4.80171974522293,157
11X083,P.S. 083 Donald Hertz,Bronx,2.919125683060109,183
11X016,P.S. 016 Wakefield,Bronx,2.9701785714285713,112
11X019,P.S. 019 Judith K. Weiss,Bronx,3.292091503267974,153
11X021,P.S. 021 Philip H. Sheridan,Bronx,2.6663247863247865,117
11X041,P.S. 041 Gun Hill Road,Bronx,2.581374045801527,131
11X068,P.S. 068 Bronx,Bronx,3.480683760683761,117
11X076,P.S. 076 The Bennington School,Bronx,2.4052272727272728,132
11X078,P.S. 078 Anne Hutchinson,Bronx,2.5444262295081965,122
11X087,P.S. 087 Bronx,Bronx,2.7390909090909092,110
11X089,P.S. 089 Bronx,Bronx,3.067142857142857,182
11X096,P.S. 096 Richard Rodgers,Bronx,3.2120472440944883,127
11X097,P.S. 097 Bronx,Bronx,2.8055084745762713,118
11X103,P.S. 103 Hector Fontanez,Bronx,2.558333333333333,132
11X105,P.S. 105 Sen Abraham Bernstein,Bronx,2.9695454545454547,132
11X265,Bronx Lab School,Bronx,2.9419875776397517,161
11X106,P.S. 106 Parkchester,Bronx,2.787851851851852,135
11X108,P.S. 108 Philip J. Abinanti,Bronx,3.4246296296296297,108
11X111,P.S. 111 Seton Falls,Bronx,2.4323333333333332,120
11X112,P.S. 112 Bronxwood,Bronx,2.4765853658536585,123
11X121,P.S. 121 Throop,Bronx,2.199,120
11X127,J.H.S. 127 The Castle Hill,Bronx,3.0123076923076924,182
11X144,J.H.S. 144 Michelangelo,Bronx,3.403583815028902,173
11X153,P.S. 153 Helen Keller,Bronx,3.002061855670103,97
11X160,P.S. 160 Walt Disney,Bronx,2.900093457943925,107
11X169,Baychester Academy,Bronx,3.711182795698925,93
11X175,P.S. 175 City Island,Bronx,2.751287878787879,132
11X178,P.S. 178 - Dr. Selman Waksman,Bronx,2.665982905982906,117
11X180,M.S. 180 Dr. Daniel Hale Williams,Bronx,3.0544230769230767,156
11X181,I.S. 181 Pablo Casals,Bronx,3.7882456140350875,171
11X189,Cornerstone Academy for Social Action,Bronx,2.615675675675676,111
11X194,P.S./M.S. 194,Bronx,2.8124293785310734,177
11X249,Bronx Health Sciences High School,Bronx,3.8062721893491123,169
11X253,Bronx High School for Writing and Communication Arts,Bronx,2.7316666666666665,168
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Bronx,3.0013020833333335,192
11X275,High School of Computers and Technology,Bronx,3.2389690721649487,194
11X544,High School for Contemporary Arts,Bronx,2.94510101010101,198
11X287,North Bronx School of Empowerment,Bronx,2.339943820224719,178
11X288,Collegiate Institute for Math and Science,Bronx,3.34344262295082,183
11X290,Bronx Academy of Health Careers,Bronx,3.2281538461538464,195
11X299,Astor Collegiate Academy,Bronx,2.6852820512820514,195
12X248,"Metropolitan High School, The",Bronx,2.468762886597938,194
11X326,Bronx Green Middle School,Bronx,3.025934065934066,182
11X355,Bronx Alliance Middle School,Bronx,2.7963975155279504,161
11X357,Young Voices Academy of the Bronx,Bronx,2.6824615384615385,65
11X370,Leaders of Tomorrow,Bronx,2.682290502793296,179
11X417,C Columbus Hs Yabc,Bronx,3.386705882352941,85
11X418,Bronx High School for the Visual Arts,Bronx,2.7874871794871794,195
11X455,Harry S Truman High School,Bronx,3.0551776649746194,197
11X462,Cornerstone Academy for Social Action Middle School (CASA),Bronx,2.8535616438356164,146
11X468,Pelham Academy of Academics and Community Engagement,Bronx,3.116904761904762,168
11X481,The STEAM Bridge School,Bronx,3.380526315789474,38
11X483,The Matilda Avenue School,Bronx,2.278125,48
11X498,P.S./M.S. 11X498 - Van Nest Academy,Bronx,3.37527950310559,161
11X508,Bronxdale High School,Bronx,2.8354450261780104,191
11X509,High School of Language and Innovation,Bronx,3.4573262032085563,187
11X513,New World High School,Bronx,4.026269430051814,193
11X514,The Bronxwood Preparatory Academy,Bronx,3.0291709844559587,193
11X529,One World Middle School at Edenwald,Bronx,3.5146341463414634,164
11X532,Baychester Middle School,Bronx,2.742424242424242,165
11X542,Pelham Preparatory Academy,Bronx,3.541243523316062,193
11X545,Bronx Aerospace High School,Bronx,2.97875,192
11X556,Bronx Park Middle School,Bronx,3.0060893854748603,179
11X566,Pelham Gardens Middle School,Bronx,3.1604678362573098,171
11X567,Linden Tree Elementary School,Bronx,2.5198809523809524,84
12X006,P.S. 006 West Farms,Bronx,2.4274999999999998,132
12X044,P.S. 044 David C. Farragut,Bronx,2.976605504587156,109
12X047,P.S. 047 John Randolph,Bronx,2.3938028169014083,142
12X057,P.S. 057 Crescent,Bronx,2.435766423357664,137
12X061,P.S. 061 Francisco Oller,Bronx,2.79,113
12X066,P.S. 066 School of Higher Expectations,Bronx,3.0907971014492754,138
12X067,P.S. 067 Mohegan School,Bronx,3.456218487394958,119
12X098,J.H.S. 098 Herman Ridder,Bronx,3.0424285714285713,140
12X129,M.S. 129 Academy for Independent Learning and Leadership,Bronx,3.885573770491803,183
12X134,P.S. 134 George F. Bristow,Bronx,2.3341666666666665,132
12X150,P.S. 150 Charles James Fox,Bronx,2.92875,136
12X190,E.S.M.T- I.S. 190,Bronx,3.1466666666666665,174
12X195,P.S. 195,Bronx,2.2761805555555554,144
12X196,P.S. 196,Bronx,2.516642857142857,140
12X211,P.S. 211,Bronx,3.0577941176470587,136
12X212,P.S. 212,Bronx,2.4885869565217393,92
12X214,P.S. 214,Bronx,2.476810810810811,185
12X217,School of Performing Arts,Bronx,2.7596629213483146,178
12X242,Mott Hall V,Bronx,3.4386772486772488,378
12X251,Explorations Academy H.S.,Bronx,3.0428282828282827,198
12X267,Bronx Latin,Bronx,3.6832439678284183,373
12X271,East Bronx Academy for the Future,Bronx,3.1000787401574805,381
12X273,Frederick Douglass Academy V. Middle School,Bronx,2.9838418079096045,177
12X286,Fannie Lou Hamer Middle School,Bronx,2.5481714285714285,175
12X300,The School of Science and Applied Learning,Bronx,2.298888888888889,144
12X314,Fairmont Neighborhood School,Bronx,2.3801834862385323,109
12X318,"I.S. X318 Math, Science & Technology Through Arts",Bronx,2.6478571428571427,182
12X383,Emolior Academy,Bronx,3.10731843575419,179
12X388,Pan American International High School at Monroe,Bronx,4.257701863354037,161
12X428,Learning To Work Yabc At Monroe Academy,Bronx,2.272043010752688,93
12X446,Arturo A. Schomburg Satellite Academy Bronx,Bronx,3.3156756756756756,148
12X463,Urban Scholars Community School,Bronx,2.9956589147286823,129
12X478,The Cinema School,Bronx,3.21,179
12X479,Bronx Career and College Preparatory High School,Bronx,1.9958247422680413,194
12X480,Bronx Regional High School,Bronx,2.41812865497076,171
12X511,Bronx Envision Academy,Bronx,2.9094329896907216,194
12X521,The Metropolitan Soundview High School,Bronx,2.917113402061856,194
12X531,Archer Elementary School,Bronx,3.0844444444444443,135
12X536,P.S. 536,Bronx,2.638220338983051,118
12X550,High School of World Cultures,Bronx,2.790748663101604,187
12X682,Fannie Lou Hamer Freedom High School,Bronx,3.4919254658385093,161
12X684,Wings Academy,Bronx,2.4219170984455958,193
12X691,Bronx Little School,Bronx,2.7489830508474578,118
08X125,J.H.S. 125 Henry Hudson,Bronx,3.0881012658227847,79
75M079,P.S. M079 - Horan School,Manhattan,2.697142857142857,21
75M094,P.S. M094,Manhattan,3.3114285714285714,21
75M138,P.S. 138,Manhattan,3.1957142857142857,21
75M169,P.S. M169 - Robert F. Kennedy,Manhattan,3.8657142857142857,21
75M721,P.S. M721 - Manhattan Occupational Training Center,Manhattan,2.459047619047619,21
75M751,Manhattan School for Career Development,Manhattan,2.9714285714285715,21
75M811,P.S. M811 - Mickey Mantle School,Manhattan,3.6766666666666667,21
75X012,P.S. X012 Lewis and Clark School,Bronx,2.9042857142857144,21
75X017,P.S. X017,Bronx,3.6352380952380954,21
75X168,P.S. 168,Bronx,3.6176190476190477,21
75X176,P.S. X176,Bronx,3.2814285714285716,21
75X186,P186X Walter J. Damrosch School,Bronx,3.600952380952381,21
75X188,P.S. X188,Bronx,3.315714285714286,21
75X352,The Vida Bogart School for All Children,Bronx,3.5557142857142856,21
75X469,The Bronx School for Continuous Learners,Bronx,3.8528571428571428,21
75X721,P.S. X721 - Stephen McSweeney School,Bronx,2.564761904761905,21
75X723,P.S. 723,Bronx,3.9285714285714284,21
75X754,J. M. Rapport School Career Development,Bronx,2.584285714285714,21
84M336,KIPP Infinity Charter School,Manhattan,3.4452255639097746,266
84M481,Democracy Preparatory Harlem Charter School,Manhattan,2.9691639871382636,311
84M065,Democracy Preparatory Endurance Charter School,Manhattan,3.301990291262136,206
84M068,KIPP NYC Washington Heights Academy Charter School,Manhattan,3.646987951807229,166
84M080,Manhattan Charter School II,Manhattan,2.7948387096774194,62
84M085,Global Community Charter School,Manhattan,2.887345132743363,113
84M100,Neighborhood Charter School of Harlem,Manhattan,3.7055140186915887,107
84M168,East Harlem Scholars Academy Charter School II,Manhattan,2.6535051546391752,97
84M170,Success Academy Charter School - Hell's Kitchen,Manhattan,4.439607843137255,51
84M174,Success Academy Charter School - Union Square,Manhattan,4.238142857142857,70
84M186,Harlem Hebrew Language Academy Charter School,Manhattan,2.3013725490196077,51
84M202,Great Oaks Kathleen Sherry Charter School,Manhattan,3.19,158
84M204,Capital Preparatory Harlem Charter School,Manhattan,2.3968421052631577,133
84M263,New York City Charter School of the Arts,Manhattan,2.8989230769230767,65
84M265,Success Academy Charter School - Washington Heights,Manhattan,4.313478260869565,46
84M279,Opportunity Charter School,Manhattan,2.852050561797753,356
84M284,Harlem Children's Zone Promise Academy Charter School,Manhattan,3.715686274509804,306
84M708,Harlem Prep Charter School,Manhattan,2.8758267716535433,254
84M295,School in the Square Public Charter School,Manhattan,3.020737704918033,122
84M320,Manhattan Charter School,Manhattan,3.299390243902439,82
84M329,Harlem Link Charter School,Manhattan,2.8704901960784315,102
84M330,Girls Preparatory Charter School of New York,Manhattan,3.248,100
84M335,Harlem Village Academy East Charter School,Manhattan,3.4548809523809525,252
84M337,NYC Autism Charter School East Harlem,Manhattan,1.7215384615384615,13
84M338,WHIN Music Community Charter School,Manhattan,2.523921568627451,51
84M341,Harlem Children's Zone Promise Academy II Charter School,Manhattan,3.365985401459854,274
84M350,Democracy Preparatory Charter School,Manhattan,3.3597492163009406,319
84M351,Success Academy Charter School - Harlem 1,Manhattan,3.5036666666666667,150
84M353,New Heights Academy Charter School,Manhattan,3.6346857142857143,350
84M357,Success Academy Charter School - Norwood,Manhattan,3.708823529411765,17
84M358,Success Academy Charter School - Hudson Yards,Manhattan,4.227647058823529,34
84M382,DREAM Charter School East Harlem,Manhattan,3.61434554973822,191
84M384,Success Academy Charter School - Harlem 2,Manhattan,4.23,71
84M385,Success Academy Charter School - Harlem 3,Manhattan,4.067052631578948,95
84M386,Success Academy Charter School - Harlem 4,Manhattan,4.322739726027398,73
84M388,St. HOPE Leadership Academy Charter School,Manhattan,3.450359281437126,167
84M430,The Equity Project Charter School,Manhattan,3.6188,175
84M433,Innovation Charter High School,Manhattan,2.6259459459459458,185
84M478,Inwood Academy for Leadership Charter School,Manhattan,3.0926451612903225,310
84M482,Success Academy Charter School - Harlem 5,Manhattan,4.1336458333333335,96
84M483,New York French-American Charter School,Manhattan,3.0983870967741933,124
84M518,East Harlem Scholars Academy Charter School,Manhattan,2.586480446927374,179
84M522,Broome Street Academy Charter High School,Manhattan,2.2383823529411764,136
84M523,Success Academy Charter School - Upper West,Manhattan,4.283,90
84M702,Sisulu-Walker Charter School of Harlem,Manhattan,3.608169014084507,71
84M704,Harbor Science and Arts Charter School,Manhattan,2.5487704918032787,122
84M705,Amber Charter School East Harlem,Manhattan,3.0980208333333334,96
84M707,John V. Lindsay Wildcat Academy Charter School,Manhattan,2.8581065088757396,169
84M709,Harlem Village Academy North Charter School,Manhattan,3.3968674698795183,249
84M726,KIPP S.T.A.R. College Preparatory Charter School,Manhattan,3.7256521739130437,253
84M861,Future Leaders Institute Charter School,Manhattan,2.823286713286713,143
84X124,Children's Aid College Preparatory Charter School,Bronx,3.4501941747572817,103
84X133,Icahn Charter School 6,Bronx,3.6458064516129034,93
84X165,Grand Concourse Academy Charter School,Bronx,3.339159663865546,119
84X177,Mott Hall Charter School,Bronx,2.87722972972973,148
84X185,Pharos Academy Charter School,Bronx,3.440170068027211,294
84X200,New Visions AIM Charter High School II,Bronx,1.9674015748031497,127
84X202,United Charter High School for Advanced Math and Science ll,Bronx,4.155,178
84X208,United Charter High School for the Humanities II,Bronx,2.9678531073446326,177
84X233,Family Life Academy Charter School II,Bronx,2.983660714285714,112
84X255,Bronx Charter School for Excellence,Bronx,3.7337168141592922,113
84X256,Heketi Community Charter School,Bronx,3.013818181818182,55
84X309,South Bronx Charter School for International Cultures and the Arts,Bronx,3.461637931034483,116
84X345,Leaders In Our Neighborhood Charter School,Bronx,3.2284463276836157,354
84X346,South Bronx Classical Charter School,Bronx,4.243421052631579,114
84X347,International Leadership Charter High School,Bronx,3.3789637305699483,193
84X362,Icahn Charter School 7,Bronx,3.576883116883117,77
84X364,South Bronx Classical Charter School II,Bronx,4.376438356164384,73
84X378,Icahn Charter School 2,Bronx,3.9321739130434783,92
84X380,Success Academy Charter School - Bronx 3,Bronx,3.9295180722891567,83
84X387,Brilla College Preparatory Charter School,Bronx,3.388135593220339,118
84X389,Bronx Global Learning Institute for Girls Charter School,Bronx,2.822416666666667,120
84X393,University Prep Charter High School,Bronx,4.2480769230769235,182
84X394,Mott Haven Charter School,Bronx,3.2475539568345324,139
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries",Bronx,4.028148148148148,189
84X398,Bronx Community Charter School,Bronx,2.9011920529801323,151
84X407,Access Bronx Charter School,Bronx,2.91,123
84X419,Bronx Academy of Promise Charter School,Bronx,3.3753030303030305,132
84X422,Icahn Charter School 3,Bronx,4.155764705882353,85
84X429,Charter High School for Law and Social Justice,Bronx,2.4662376237623764,101
84X460,Atmosphere Academy Public Charter School,Bronx,3.617483870967742,155
84X461,Nuasin Next Generation Charter School,Bronx,2.8813953488372093,215
84X464,Success Academy Charter School - Bronx 4,Bronx,4.216590909090909,44
84X465,Boys Preparatory Charter School of New York,Bronx,3.1483870967741936,93
84X471,American Dream Charter School,Bronx,3.359658536585366,205
84X472,Family Life Academy Charter School III,Bronx,2.819591836734694,49
84X482,Dr. Richard Izquierdo Health and Science Charter School,Bronx,3.1869594594594592,296
84X484,Bronx Charter School for Better Learning II,Bronx,2.6706666666666665,45
84X487,Girls Preparatory Charter School of the Bronx,Bronx,3.2426984126984126,126
84X488,The Equality Charter School,Bronx,3.1148275862068964,290
84X491,Academic Leadership Charter School,Bronx,4.07718954248366,153
84X492,South Bronx Early College Academy Charter School,Bronx,2.7696268656716416,134
84X493,Success Academy Charter School - Bronx 1,Bronx,4.27974358974359,78
84X494,Success Academy Charter School - Bronx 2,Bronx,4.216,100
84X496,Icahn Charter School 4,Bronx,4.033544303797468,79
84X538,Icahn Charter School 5,Bronx,3.6769230769230767,78
84X539,United Charter High School for Advanced Math and Science,Bronx,3.2392265193370164,181
84X553,United Charter High School for the Humanities,Bronx,3.472994350282486,177
84X554,Choice Charter School,Bronx,2.7622033898305083,118
84X579,Bronx Charter School for Excellence 2,Bronx,4.250754716981132,53
84X581,South Bronx Community Charter High School,Bronx,2.1205555555555557,72
84X585,Legacy College Preparatory Charter School,Bronx,2.995833333333333,132
84X586,Brilla Veritas Charter School,Bronx,3.2242,50
84X588,South Bronx Classical Charter School IV,Bronx,4.3663043478260875,46
84X589,Bronx Charter School for Excellence 3,Bronx,3.797111111111111,45
84X592,Amber Charter School Kingsbridge,Bronx,2.751818181818182,66
84X703,Bronx Preparatory Charter School,Bronx,3.383400576368876,347
84X704,KIPP Academy Charter School,Bronx,3.660884353741497,294
84X705,Family Life Academy Charter School,Bronx,2.835371900826446,121
84X706,Harriet Tubman Charter School,Bronx,3.5733070866141734,127
84X717,Icahn Charter School 1,Bronx,3.468859649122807,114
84X718,Bronx Charter School for Better Learning,Bronx,3.298804347826087,92
84X730,Bronx Charter School for the Arts,Bronx,3.2337037037037035,135
01M301,"Technology, Arts, and Sciences Studio",Manhattan,3.0386567164179104,67
02M340,Sixth Avenue Elementary School,Manhattan,3.5,37
12X384,Entrada Academy,Bronx,2.606875,80
03M185,The Locke School of Arts and Engineering,Manhattan,2.51,42
03M208,P.S. 208 Alain L. Locke,Manhattan,3.0524193548387095,62
04M050,P.S. 050 Vito Marcantonio,Manhattan,2.9623076923076925,78
04M406,Global Technology Preparatory,Manhattan,3.309189189189189,74
04M409,Coalition School for Social Change,Manhattan,2.843777777777778,90
05M302,KAPPA IV,Manhattan,2.328101265822785,79
05M367,Academy for Social Action,Manhattan,2.0325,88
06M218,I.S. 218 Salome Urena,Manhattan,3.088227848101266,79
07X547,New Explorers High School,Bronx,1.921304347826087,92
08X332,Holcombe L. Rucker School of Community Research,Bronx,2.956043956043956,91
08X392,Bronx Delta School,Bronx,2.883265306122449,49
08X519,Felisa Rincon de Gautier Institute for Law and Pub,Bronx,1.933956043956044,91
09X325,Urban Science Academy,Bronx,2.3035443037974686,79
10X077,Bedford Park Elementary School,Bronx,2.276666666666667,60
12X092,P.S. 092 Bronx,Bronx,2.436060606060606,66
12X321,Crotona Academy High School,Bronx,2.7258441558441557,77
12X372,Urban Assembly School for Wildlife Conservation,Bronx,2.56859649122807,171
12X458,Samara Community School,Bronx,3.2542857142857144,49
84X486,Rosalyn Yalow Charter School,Bronx,3.5808,50
84X489,South Bronx Classical Charter School III,Bronx,4.209433962264151,53
84X497,Storefront Academy Charter School,Bronx,3.7283673469387755,49
06M325,P.S. 325,Manhattan,2.3502380952380952,42
07X162,J.H.S. 162 Lola Rodriguez De Tio,Bronx,2.3594444444444442,54
08X305,Pablo Neruda Academy,Bronx,2.9922222222222223,63
08X335,The Academy of the Arts,Bronx,3.4484090909090908,44
09X145,J.H.S. 145 Arturo Toscanini,Bronx,2.252075471698113,53
09X276,Leadership Institute,Bronx,2.353770491803279,61
11X289,The Young Scholars Academy of The Bronx,Bronx,2.3818,50
12X692,Monroe Academy for Visual Arts & Design,Bronx,2.1214285714285714,63
84X258,Tech International Charter School,Bronx,2.8893478260869565,46
01M137,P.S. 137 John L. Bernstein,Manhattan,2.3526315789473684,19
01M345,"Collaborative Academy of Science, Technology, & La",Manhattan,2.91875,24
02M625,High School of Graphic Communication Arts,Manhattan,1.834090909090909,22
04M381,Global Neighborhood Secondary School,Manhattan,3.2752,25
05M410,The Urban Assembly Institute for New Technologies,Manhattan,2.86875,24
05M469,Choir Academy of Harlem,Manhattan,2.5778947368421052,19
